Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Passing,Passing,Passing,Passing,Passing,Passing,Rushing,Rushing,Rushing,Rushing,Receiving,Receiving,Receiving,Receiving,Fumbles,Fumbles,ID,Pos,Year
Zach LineZ. Line,9,8.0,0,0,0,0,0,0,7,20,0,0,6,36,0,0,0,0,zach-line-lineza01,RB,2019
Kenjon BarnerK. Barner,9,7.0,1,1,3,0,0,0,4,28,0,0,6,22,0,0,1,0,kenjon-barner-barneke03,RB,2019
Patrick DiMarcoP. DiMarco,6,7.0,0,0,0,0,0,0,3,7,0,0,5,41,0,0,0,0,patrick-dimarco-dimarpa01,RB,2019
Devine OzigboD. Ozigbo,10,7.0,0,0,0,0,0,0,9,27,0,0,3,23,0,0,0,0,devine-ozigbo-ozigbde01,RB,2019
Dwayne WashingtonD. Washington,9,6.0,0,0,0,0,0,0,8,60,0,0,1,6,0,0,0,0,dwayne-washington-washidw01,RB,2019
Nick BawdenN. Bawden,5,5.0,0,0,0,0,0,0,0,0,0,0,4,17,0,0,0,0,nick-bawden-bawdeni01,RB,2019
Taiwan JonesT. Jones,10,5.0,0,0,0,0,0,0,9,40,0,0,1,9,0,0,0,0,taiwan-jones-jonesta01,RB,2019
Elijhaa PennyE. Penny,11,4.0,0,0,0,0,0,0,15,39,0,0,2,9,0,0,0,0,elijhaa-penny-pennyel01,RB,2019
C.J. AndersonC. Anderson,5,3.0,0,0,0,0,0,0,16,43,0,0,0,0,0,0,0,0,cj-anderson-andercj01,RB,2019
Tyler ErvinT. Ervin,11,3.0,0,0,0,0,0,0,1,10,0,0,2,11,0,0,0,0,tyler-ervin-ervinty01,RB,2019
T.J. LoganT. Logan,7,3.0,0,0,0,0,0,0,3,10,0,0,2,13,0,0,0,0,tj-logan-logantj01,RB,2019
Anthony ShermanA. Sherman,12,3.0,0,0,0,0,0,0,4,9,0,0,2,22,0,0,0,0,anthony-sherman-sherman01,RB,2019
Zach ZennerZ. Zenner,5,3.0,0,0,0,0,0,0,3,-2,0,0,2,19,0,0,0,0,zach-zenner-zenneza01,RB,2019
Dalyn DawkinsD. Dawkins,11,2.0,0,0,0,0,0,0,11,26,0,0,0,0,0,0,0,0,dalyn-dawkins-dawkida02,RB,2019
Roosevelt NixR. Nix,7,2.0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,roosevelt-nix-nixro02,RB,2019
Paul PerkinsP. Perkins,5,2.0,0,0,0,0,0,0,12,29,0,0,1,9,0,0,0,0,paul-perkins-perkipa01,RB,2019
Keith SmithK. Smith,6,2.0,0,0,0,0,0,0,5,8,0,0,1,13,0,0,0,0,keith-smith-smithke17,RB,2019
Jay AjayiJ. Ajayi,10,1.0,0,0,0,0,0,0,10,30,0,0,0,0,0,0,0,0,jay-ajayi-ajayija01,RB,2019
Tony Brooks-JamesT. Brooks-James,7,1.0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,0,tony-brooksjames-brookto04,RB,2019
Damien HarrisD. Harris,10,1.0,0,0,0,0,0,0,4,12,0,0,0,0,0,0,0,0,damien-harris-harrida11,RB,2019
Jakob JohnsonJ. Johnson,10,1.0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,jakob-johnson-johnsja27,RB,2019
Ricky OrtizR. Ortiz,9,1.0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,ricky-ortiz-ortizri01,RB,2019
Samaje PerineS. Perine,5,1.0,0,0,0,0,0,0,5,16,0,0,0,0,0,0,0,0,samaje-perine-perinsa01,RB,2019
Senorise PerryS. Perry,6,1.0,0,0,0,0,0,0,3,3,0,0,1,1,0,0,0,0,senorise-perry-perryse01,RB,2019
Josh AdamsJ. Adams,4,0.0,0,0,0,0,0,0,8,12,0,0,0,0,0,0,0,0,josh-adams-adamsjo09,RB,2019
James DevelinJ. Develin,10,0.0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,james-develin-develja01,RB,2019
Josh FergusonJ. Ferguson,10,0.0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,josh-ferguson-fergujo02,RB,2019
Greg HowellG. Howell,10,0.0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0,greg-howell-howelgr01,RB,2019
John KellyJ. Kelly,9,0.0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,john-kelly-kellyjo04,RB,2019
Alfred MorrisA. Morris,12,0.0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,alfred-morris-morrial02,RB,2019
Ryan NallR. Nall,6,0.0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,ryan-nall-nallry01,RB,2019
Jordan ScarlettJ. Scarlett,7,0.0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,jordan-scarlett-scarljo01,RB,2019
De'Lance TurnerD. Turner,8,0.0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,delance-turner-turnede03,RB,2019
Dexter WilliamsD. Williams,11,0.0,0,0,0,0,0,0,5,11,0,0,0,0,0,0,0,0,dexter-williams-willide18,RB,2019
Corey ClementC. Clement,10,-2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,corey-clement-clemeco01,RB,2019
Michael ThomasM. Thomas,9,368.0,0,0,0,0,0,0,1,-9,0,0,149,1725,9,0,0,0,michael-thomas-thomami05,WR,2019
Chris GodwinC. Godwin,7,272.0,0,0,0,0,0,0,1,8,0,0,86,1333,9,1,0,0,chris-godwin-godwich01,WR,2019
Julio JonesJ. Jones,9,267.0,0,0,0,0,0,0,2,-3,0,0,99,1394,6,0,0,0,julio-jones-jonesju05,WR,2019
Cooper KuppC. Kupp,9,265.0,1,0,0,0,0,0,2,4,0,0,94,1161,10,0,0,0,cooper-kupp-kuppco01,WR,2019
DeAndre HopkinsD. Hopkins,10,263.0,2,1,6,1,1,0,2,18,0,0,104,1165,7,1,0,0,deandre-hopkins-hopkide01,WR,2019
Keenan AllenK. Allen,12,254.0,0,0,0,0,0,0,3,16,0,0,104,1199,6,0,0,0,keenan-allen-allenke03,WR,2019
Julian EdelmanJ. Edelman,10,251.0,2,2,47,1,0,0,8,27,0,0,100,1117,6,1,1,0,julian-edelman-edelmju01,WR,2019
Allen RobinsonA. Robinson,6,248.0,0,0,0,0,0,0,1,2,0,0,98,1147,7,0,0,0,allen-robinson-robinal04,WR,2019
Kenny GolladayK. Golladay,5,242.0,0,0,0,0,0,0,0,0,0,0,65,1190,11,0,1,0,kenny-golladay-gollake01,WR,2019
Amari CooperA. Cooper,8,238.0,0,0,0,0,0,0,1,6,0,0,79,1189,8,0,0,0,amari-cooper-coopeam01,WR,2019
DeVante ParkerD. Parker,5,238.0,0,0,0,0,0,0,0,0,0,0,72,1202,9,0,0,0,devante-parker-parkede02,WR,2019
Tyler LockettT. Lockett,11,231.0,0,0,0,0,0,0,4,-5,0,0,82,1057,8,0,0,0,tyler-lockett-lockety01,WR,2019
Jarvis LandryJ. Landry,7,230.0,0,0,0,0,0,0,1,10,0,0,83,1174,6,0,0,0,jarvis-landry-landrja02,WR,2019
Mike EvansM. Evans,7,228.0,0,0,0,0,0,0,0,0,0,0,67,1157,8,1,0,0,mike-evans-evansmi03,WR,2019
D.J. MooreD. Moore,7,225.0,0,0,0,0,0,0,6,40,0,0,87,1175,4,0,1,0,dj-moore-mooredj02,WR,2019
Robert WoodsR. Woods,9,220.0,0,0,0,0,0,0,17,115,1,0,90,1134,2,0,0,0,robert-woods-woodsro06,WR,2019
D.J. CharkD. Chark,10,218.0,0,0,0,0,0,0,2,20,0,0,73,1008,8,1,0,0,dj-chark-charkdj01,WR,2019
Tyler BoydT. Boyd,9,217.0,0,0,0,0,0,0,4,23,0,0,90,1046,5,0,2,0,tyler-boyd-boydty01,WR,2019
Courtland SuttonC. Sutton,10,215.0,1,1,38,0,0,0,3,17,0,0,72,1112,6,0,0,0,courtland-sutton-suttoco01,WR,2019
John BrownJ. Brown,6,213.0,1,1,28,1,0,0,2,7,0,0,72,1060,6,0,0,0,john-brown-brownjo10,WR,2019
A.J. BrownA. Brown,11,210.0,0,0,0,0,0,0,3,60,1,0,52,1051,8,0,0,0,aj-brown-brownaj01,WR,2019
Davante AdamsD. Adams,11,209.0,0,0,0,0,0,0,0,0,0,0,83,997,5,1,1,0,davante-adams-adamsda04,WR,2019
Stefon DiggsS. Diggs,12,205.0,1,0,0,0,0,0,5,61,0,0,63,1130,6,0,3,0,stefon-diggs-diggsst01,WR,2019
Michael GallupM. Gallup,8,204.0,0,0,0,0,0,0,0,0,0,0,66,1107,6,0,0,0,michael-gallup-gallumi01,WR,2019
Odell Beckham Jr.O. Beckham,7,195.0,2,1,20,0,0,0,3,10,0,0,74,1035,4,0,1,0,odell-beckham-beckhod01,WR,2019
Jamison CrowderJ. Crowder,4,190.0,0,0,0,0,0,0,1,4,0,0,78,833,6,0,0,0,jamison-crowder-crowdja01,WR,2019
Calvin RidleyC. Ridley,9,190.0,0,0,0,0,0,0,2,34,0,0,63,866,7,1,0,0,calvin-ridley-ridleca01,WR,2019
Marvin JonesM. Jones,5,188.0,0,0,0,0,0,0,2,0,0,0,62,779,9,0,0,0,marvin-jones-jonesma08,WR,2019
Terry McLaurinT. McLaurin,10,186.0,0,0,0,0,0,0,0,0,0,0,58,919,7,0,0,0,terry-mclaurin-mclaute01,WR,2019
Emmanuel SandersE. Sanders,4,185.0,1,1,35,1,0,0,0,0,0,0,66,869,5,1,0,0,emmanuel-sanders-sandeem01,WR,2019
Tyreek HillT. Hill,12,182.0,0,0,0,0,0,0,8,23,0,0,58,860,7,0,0,0,tyreek-hill-hillty02,WR,2019
D.K. MetcalfD. Metcalf,11,182.0,0,0,0,0,0,0,2,11,0,0,58,900,7,1,3,0,dk-metcalf-metcadk01,WR,2019
Deebo SamuelD. Samuel,4,180.0,0,0,0,0,0,0,14,159,3,0,57,802,3,1,1,0,deebo-samuel-samuede01,WR,2019
Cole BeasleyC. Beasley,6,178.0,0,0,0,0,0,0,0,0,0,0,67,778,6,2,0,0,cole-beasley-beaslco01,WR,2019
Larry FitzgeraldL. Fitzgerald,12,170.0,0,0,0,0,0,0,0,0,0,0,75,804,4,0,1,0,larry-fitzgerald-fitzgla01,WR,2019
Darius SlaytonD. Slayton,11,166.0,0,0,0,0,0,0,0,0,0,0,48,740,8,0,0,0,darius-slayton-slaytda01,WR,2019
Curtis SamuelC. Samuel,7,162.0,0,0,0,0,0,0,19,130,1,0,54,627,6,0,0,0,curtis-samuel-samuecu01,WR,2019
Christian KirkC. Kirk,12,157.0,0,0,0,0,0,0,10,93,0,0,68,709,3,1,0,0,christian-kirk-kirkch01,WR,2019
Robby AndersonR. Anderson,4,156.0,0,0,0,0,0,0,1,4,0,0,52,779,5,1,0,0,robby-anderson-anderro05,WR,2019
Mike WilliamsM. Williams,12,154.0,0,0,0,0,0,0,1,2,0,0,49,1001,2,0,0,0,mike-williams-willimi21,WR,2019
Randall CobbR. Cobb,8,150.0,1,0,0,0,0,0,3,11,0,0,55,828,3,0,1,0,randall-cobb-cobbra01,WR,2019
Diontae JohnsonD. Johnson,7,150.0,0,0,0,0,0,0,4,41,0,0,59,680,5,0,2,0,diontae-johnson-johnsdi05,WR,2019
Dede WestbrookD. Westbrook,10,150.0,0,0,0,0,0,0,5,27,0,0,66,660,3,2,0,0,dede-westbrook-westbde01,WR,2019
Golden TateG. Tate,11,149.0,0,0,0,0,0,0,1,16,0,0,49,676,6,0,1,0,golden-tate-tatego02,WR,2019
Chris ConleyC. Conley,10,148.0,0,0,0,0,0,0,0,0,0,0,47,775,5,1,0,0,chris-conley-conlech01,WR,2019
Marquise BrownM. Brown,8,141.0,0,0,0,0,0,0,0,0,0,0,46,584,7,0,0,0,marquise-brown-brownma18,WR,2019
Sterling ShepardS. Shepard,11,136.0,0,0,0,0,0,0,6,72,0,0,57,576,3,1,0,0,sterling-shepard-shepast01,WR,2019
Tyrell WilliamsT. Williams,6,136.0,0,0,0,0,0,0,0,0,0,0,42,651,6,0,0,0,tyrell-williams-willity04,WR,2019
Danny AmendolaD. Amendola,5,135.0,1,1,19,1,0,0,0,0,0,0,62,678,1,0,0,0,danny-amendola-amendda01,WR,2019
Breshad PerrimanB. Perriman,7,134.0,0,0,0,0,0,0,2,16,0,0,36,645,6,0,0,0,breshad-perriman-perribr02,WR,2019
Sammy WatkinsS. Watkins,12,132.0,0,0,0,0,0,0,2,12,0,0,52,673,3,1,1,0,sammy-watkins-watkisa01,WR,2019
Will FullerW. Fuller,10,130.0,0,0,0,0,0,0,0,0,0,0,49,670,3,0,0,0,will-fuller-fullewi02,WR,2019
James WashingtonJ. Washington,7,130.0,0,0,0,0,0,0,0,0,0,0,44,735,3,0,1,0,james-washington-washija05,WR,2019
Zach PascalZ. Pascal,6,128.0,1,0,0,0,0,0,2,16,0,0,41,607,5,1,0,0,zach-pascal-pascaza01,WR,2019
Hunter RenfrowH. Renfrow,6,128.0,0,0,0,0,0,0,0,0,0,0,49,605,4,0,0,0,hunter-renfrow-renfrhu01,WR,2019
Anthony MillerA. Miller,6,123.0,0,0,0,0,0,0,1,-1,0,0,52,656,2,0,1,0,anthony-miller-millean04,WR,2019
T.Y. HiltonT. Hilton,6,120.0,0,0,0,0,0,0,0,0,0,0,45,501,5,0,0,0,ty-hilton-hiltoty01,WR,2019
Alshon JefferyA. Jeffery,10,117.0,0,0,0,0,0,0,1,2,1,0,43,490,4,0,0,0,alshon-jeffery-jeffeal01,WR,2019
Mohamed SanuM. Sanu,10,117.0,0,0,0,0,0,0,3,11,0,0,59,520,2,0,0,0,mohamed-sanu-sanumo01,WR,2019
Kenny StillsK. Stills,5,113.0,0,0,0,0,0,0,0,0,0,0,40,561,4,0,0,0,kenny-stills-stillke02,WR,2019
Adam ThielenA. Thielen,12,110.0,0,0,0,0,0,0,4,6,1,0,30,418,6,0,0,0,adam-thielen-thielad01,WR,2019
Brandin CooksB. Cooks,9,109.0,0,0,0,0,0,0,6,52,0,0,42,583,2,0,0,0,brandin-cooks-cooksbr01,WR,2019
JuJu Smith-SchusterJ. Smith-Schuster,7,109.0,0,0,0,0,0,0,0,0,0,0,42,552,3,0,1,0,juju-smithschuster-smithju03,WR,2019
Corey DavisC. Davis,11,108.0,0,0,0,0,0,0,0,0,0,0,43,601,2,0,0,0,corey-davis-davisco05,WR,2019
Mecole HardmanM. Hardman,12,108.0,0,0,0,0,0,0,4,17,0,0,26,538,6,0,2,0,mecole-hardman-hardmme01,WR,2019
Steven SimsS. Sims,10,98.0,1,0,0,0,0,0,9,85,1,0,34,310,4,0,0,0,steven-sims-simsst01,WR,2019
Allen LazardA. Lazard,11,97.0,0,0,0,0,0,0,1,21,0,0,35,477,3,0,0,0,allen-lazard-lazaral01,WR,2019
Demarcus RobinsonD. Robinson,12,97.0,0,0,0,0,0,0,0,0,0,0,32,449,4,0,0,0,demarcus-robinson-robinde06,WR,2019
Auden TateA. Tate,9,97.0,0,0,0,0,0,0,0,0,0,0,40,575,1,0,1,0,auden-tate-tateau01,WR,2019
Phillip DorsettP. Dorsett,10,96.0,0,0,0,0,0,0,3,21,0,0,29,397,5,0,0,0,phillip-dorsett-dorseph01,WR,2019
Nelson AgholorN. Agholor,10,92.0,0,0,0,0,0,0,2,7,0,0,39,363,3,1,1,0,nelson-agholor-agholne01,WR,2019
Russell GageR. Gage,9,92.0,0,0,0,0,0,0,4,12,0,0,49,446,1,0,1,0,russell-gage-gageru01,WR,2019
John RossJ. Ross,9,92.0,0,0,0,0,0,0,3,4,0,0,28,506,3,0,1,0,john-ross-rossjo02,WR,2019
Kendrick BourneK. Bourne,4,91.0,0,0,0,0,0,0,0,0,0,0,30,358,5,1,0,0,kendrick-bourne-bournke01,WR,2019
Alex EricksonA. Erickson,9,90.0,1,1,26,0,0,0,5,33,0,0,43,529,0,0,2,0,alex-erickson-erickal01,WR,2019
Willie SneadW. Snead,8,90.0,0,0,0,0,0,0,2,2,0,0,31,339,5,0,0,0,willie-snead-sneadwi02,WR,2019
Preston WilliamsP. Williams,5,89.0,0,0,0,0,0,0,0,0,0,0,32,428,3,0,1,0,preston-williams-willipr02,WR,2019
Taylor GabrielT. Gabriel,6,84.0,0,0,0,0,0,0,3,20,0,0,29,353,4,0,0,0,taylor-gabriel-gabrita01,WR,2019
Adam HumphriesA. Humphries,11,83.0,0,0,0,0,0,0,1,1,0,0,37,374,2,0,0,0,adam-humphries-humphad01,WR,2019
Demaryius ThomasD. Thomas,10,81.0,0,0,0,0,0,0,0,0,0,0,36,433,1,0,0,0,demaryius-thomas-thomade05,WR,2019
Albert WilsonA. Wilson,5,81.0,2,1,20,0,0,0,5,45,0,0,43,351,1,0,0,0,albert-wilson-wilsoal02,WR,2019
Ted Ginn Jr.T. Ginn,9,80.0,0,0,0,0,0,0,3,18,0,0,30,421,2,0,0,0,ted-ginn-ginnte01,WR,2019
Allen HurnsA. Hurns,8,79.0,0,0,0,0,0,0,0,0,0,0,32,416,2,0,1,0,allen-hurns-hurnsal01,WR,2019
Tajae SharpeT. Sharpe,11,77.0,0,0,0,0,0,0,0,0,0,0,25,329,4,0,0,0,tajae-sharpe-sharpta01,WR,2019
Marquez Valdes-ScantlingM. Valdes-Scantling,11,76.0,0,0,0,0,0,0,2,9,0,0,26,452,2,0,0,0,marquez-valdesscantling-valdema01,WR,2019
Keelan ColeK. Cole,10,74.0,0,0,0,0,0,0,1,6,0,0,24,361,3,0,0,0,keelan-cole-coleke01,WR,2019
Olabisi JohnsonO. Johnson,12,72.0,0,0,0,0,0,0,1,6,0,0,31,294,3,0,0,0,olabisi-johnson-johnsol02,WR,2019
Geronimo AllisonG. Allison,11,70.0,0,0,0,0,0,0,1,7,0,0,34,287,2,1,1,0,geronimo-allison-allisge01,WR,2019
Damiere ByrdD. Byrd,12,69.0,0,0,0,0,0,0,0,0,0,0,32,359,1,0,1,0,damiere-byrd-byrdda03,WR,2019
Josh GordonJ. Gordon,11,68.0,1,0,0,0,1,0,1,1,0,0,27,426,1,0,0,0,josh-gordon-gordojo04,WR,2019
Tre'Quan SmithT. Smith,9,67.0,0,0,0,0,0,0,0,0,0,0,18,234,5,0,0,0,trequan-smith-smithtr09,WR,2019
Kelvin HarmonK. Harmon,10,62.0,1,1,11,0,0,0,0,0,0,0,30,365,0,0,0,0,kelvin-harmon-harmoke02,WR,2019
Cody LatimerC. Latimer,11,62.0,0,0,0,0,0,0,0,0,0,0,24,300,2,0,0,0,cody-latimer-latimco01,WR,2019
Paul RichardsonP. Richardson,10,61.0,0,0,0,0,0,0,1,0,0,0,28,245,2,0,0,0,paul-richardson-richapa02,WR,2019
DaeSean HamiltonD. Hamilton,10,59.0,0,0,0,0,0,0,0,0,0,0,28,297,1,0,0,0,daesean-hamilton-hamilda02,WR,2019
Isaiah McKenzieI. McKenzie,6,59.0,0,0,0,0,0,0,8,49,0,0,27,254,1,0,0,0,isaiah-mckenzie-mckenis01,WR,2019
Greg WardG. Ward,10,58.0,0,0,0,0,0,0,1,5,0,0,28,254,1,0,0,0,greg-ward-wardgr01,WR,2019
Josh ReynoldsJ. Reynolds,9,57.0,0,0,0,0,0,0,5,23,0,0,21,326,1,0,0,0,josh-reynolds-reynojo03,WR,2019
Jakobi MeyersJ. Meyers,10,56.0,0,0,0,0,0,0,0,0,0,0,26,359,0,0,0,0,jakobi-meyers-meyerja01,WR,2019
David MooreD. Moore,11,54.0,0,0,0,0,0,0,3,25,0,0,17,301,2,0,1,0,david-moore-mooreda07,WR,2019
Seth RobertsS. Roberts,8,54.0,0,0,0,0,0,0,0,0,0,0,21,271,2,0,0,0,seth-roberts-roberse01,WR,2019
Marcus JohnsonM. Johnson,6,53.0,0,0,0,0,0,0,0,0,0,0,17,277,2,0,0,0,marcus-johnson-johnsma19,WR,2019
Jarius WrightJ. Wright,7,50.0,0,0,0,0,0,0,1,-7,0,0,28,296,0,0,0,0,jarius-wright-wrighja04,WR,2019
Pharoh CooperP. Cooper,12,49.0,0,0,0,0,0,0,1,2,0,0,25,243,1,0,0,0,pharoh-cooper-coopeph01,WR,2019
Keke CouteeK. Coutee,10,49.0,0,0,0,0,0,0,2,14,1,0,22,254,0,0,1,0,keke-coutee-couteke01,WR,2019
Trey QuinnT. Quinn,10,48.0,0,0,0,0,0,0,0,0,0,0,26,198,1,1,1,0,trey-quinn-quinntr01,WR,2019
Miles BoykinM. Boykin,8,47.0,0,0,0,0,0,0,0,0,0,0,13,198,3,0,0,0,miles-boykin-boykimi01,WR,2019
Jaron BrownJ. Brown,11,46.0,0,0,0,0,0,0,0,0,0,0,16,220,2,0,1,0,jaron-brown-brownja12,WR,2019
Isaiah FordI. Ford,5,46.0,0,0,0,0,0,0,1,11,0,0,23,244,0,0,0,0,isaiah-ford-fordis01,WR,2019
Vyncint SmithV. Smith,4,46.0,0,0,0,0,0,0,3,52,1,0,17,225,0,0,1,0,vyncint-smith-smithvy01,WR,2019
Bennie FowlerB. Fowler,11,44.0,0,0,0,0,0,0,1,20,0,0,23,193,0,1,0,0,bennie-fowler-fowlebe01,WR,2019
KeeSean JohnsonK. Johnson,12,43.0,0,0,0,0,0,0,1,3,0,0,21,187,1,1,1,0,keesean-johnson-johnske24,WR,2019
Zay JonesZ. Jones,6,43.0,0,0,0,0,0,0,1,3,0,0,27,216,0,0,0,0,zay-jones-jonesis02,WR,2019
Chester RogersC. Rogers,6,43.0,0,0,0,0,0,0,1,18,0,0,16,179,2,0,1,0,chester-rogers-rogerch05,WR,2019
Tavon AustinT. Austin,8,42.0,0,0,0,0,0,0,6,47,1,0,13,177,1,0,0,0,tavon-austin-austita01,WR,2019
Malik TurnerM. Turner,11,42.0,0,0,0,0,0,0,0,0,0,0,15,245,1,0,0,0,malik-turner-turnema04,WR,2019
Justin WatsonJ. Watson,7,40.0,0,0,0,0,0,0,0,0,0,0,15,159,2,0,0,0,justin-watson-watsoju02,WR,2019
Javon WimsJ. Wims,6,39.0,0,0,0,0,0,0,0,0,0,0,18,186,1,0,0,0,javon-wims-wimsja01,WR,2019
Jakeem GrantJ. Grant,5,38.0,0,0,0,0,0,0,4,5,1,0,19,164,0,0,1,0,jakeem-grant-grantja01,WR,2019
Scott MillerS. Miller,7,37.0,0,0,0,0,0,0,2,16,0,0,13,200,1,0,0,0,scott-miller-millesc03,WR,2019
Parris CampbellP. Campbell,6,36.0,0,0,0,0,0,0,4,34,0,0,18,127,1,0,1,0,parris-campbell-campbpa01,WR,2019
DeSean JacksonD. Jackson,10,36.0,0,0,0,0,0,0,0,0,0,0,9,159,2,0,0,0,desean-jackson-jacksde02,WR,2019
Damion RatleyD. Ratley,7,36.0,0,0,0,0,0,0,0,0,0,0,12,200,1,0,0,0,damion-ratley-ratleda01,WR,2019
Marquise GoodwinM. Goodwin,4,35.0,0,0,0,0,0,0,1,15,0,0,12,186,1,0,0,0,marquise-goodwin-goodwma02,WR,2019
Marvin HallM. Hall,6,35.0,0,0,0,0,0,0,1,7,0,0,7,261,1,0,0,0,marvin-hall-hallma06,WR,2019
N'Keal HarryN. Harry,10,35.0,0,0,0,0,0,0,5,49,0,0,12,105,2,0,0,0,nkeal-harry-harrynk01,WR,2019
Jake KumerowJ. Kumerow,11,35.0,0,0,0,0,0,0,0,0,0,0,12,219,1,0,0,0,jake-kumerow-kumerja01,WR,2019
Tim PatrickT. Patrick,10,35.0,0,0,0,0,0,0,0,0,0,0,16,218,0,0,0,0,tim-patrick-patriti01,WR,2019
Justin HardyJ. Hardy,9,34.0,0,0,0,0,0,0,0,0,0,0,19,195,0,0,0,0,justin-hardy-hardyju01,WR,2019
Dante PettisD. Pettis,4,32.0,1,1,16,0,0,0,0,0,0,0,11,109,2,0,0,0,dante-pettis-pettida02,WR,2019
Byron PringleB. Pringle,12,32.0,0,0,0,0,0,0,0,0,0,0,12,170,1,0,0,0,byron-pringle-pringby01,WR,2019
D'haquille WilliamsD. Williams,6,32.0,0,0,0,0,0,0,0,0,0,0,12,166,1,0,0,0,dhaquille-williams-willidh01,WR,2019
Andy IsabellaA. Isabella,12,31.0,0,0,0,0,0,0,4,15,0,0,9,189,1,0,0,0,andy-isabella-isabean01,WR,2019
Laquon TreadwellL. Treadwell,12,31.0,0,0,0,0,0,0,0,0,0,0,9,184,1,0,0,0,laquon-treadwell-treadla01,WR,2019
J.J. Arcega-WhitesideJ. Arcega-Whiteside,10,29.0,0,0,0,0,0,0,0,0,0,0,10,169,1,0,0,0,jj-arcegawhiteside-arcegjj01,WR,2019
Kalif RaymondK. Raymond,11,29.0,0,0,0,0,0,0,1,-5,0,0,9,170,1,0,1,0,kalif-raymond-raymokh01,WR,2019
Trevor DavisT. Davis,5,28.0,0,0,0,0,0,0,4,73,1,0,8,111,0,0,2,0,trevor-davis-davistr06,WR,2019
Dontrelle InmanD. Inman,6,26.0,0,0,0,0,0,0,0,0,0,0,12,181,0,0,0,0,dontrelle-inman-inmando01,WR,2019
Ty MontgomeryT. Montgomery,4,26.0,0,0,0,0,0,0,32,103,0,0,13,90,0,0,0,0,ty-montgomery-montgty02,WR,2019
Richie JamesR. James,4,25.0,0,0,0,0,0,0,2,-1,0,0,6,165,1,0,1,0,richie-james-jamesri01,WR,2019
DeAndre CarterD. Carter,10,24.0,0,0,0,0,0,0,0,0,0,0,11,162,0,0,1,0,deandre-carter-cartede03,WR,2019
Keelan DossK. Doss,10,22.0,0,0,0,0,0,0,0,0,0,0,11,133,0,0,0,0,keelan-doss-dosske01,WR,2019
Mack HollinsM. Hollins,5,22.0,0,0,0,0,0,0,0,0,0,0,10,125,0,0,0,0,mack-hollins-hollima02,WR,2019
Devin SmithD. Smith,8,21.0,0,0,0,0,0,0,0,0,0,0,5,113,1,0,0,0,devin-smith-smithde11,WR,2019
Olamide ZaccheausO. Zaccheaus,9,20.0,0,0,0,0,0,0,0,0,0,0,3,115,1,0,0,0,olamide-zaccheaus-zacchol01,WR,2019
Deon CainD. Cain,7,19.0,0,0,0,0,0,0,0,0,0,0,9,124,0,0,0,0,deon-cain-cainde01,WR,2019
Christian BlakeC. Blake,9,18.0,0,0,0,0,0,0,0,0,0,0,11,91,0,0,0,0,christian-blake-blakech01,WR,2019
Brandon ZylstraB. Zylstra,7,17.0,0,0,0,0,0,0,0,0,0,0,8,106,0,0,0,0,brandon-zylstra-zylstbr01,WR,2019
Antonio CallawayA. Callaway,7,16.0,0,0,0,0,0,0,0,0,0,0,8,89,0,0,0,0,antonio-callaway-callaan01,WR,2019
Antonio BrownA. Brown,10,15.0,0,0,0,0,0,0,1,5,0,0,4,56,1,0,0,0,antonio-brown-brownan05,WR,2019
Damion WillisD. Willis,9,15.0,0,0,0,0,0,0,0,0,0,0,9,82,0,0,0,0,damion-willis-willida31,WR,2019
Marcell AtemanM. Ateman,6,14.0,0,0,0,0,0,0,0,0,0,0,5,116,0,0,1,0,marcell-ateman-atemama01,WR,2019
Braxton BerriosB. Berrios,4,14.0,0,0,0,0,0,0,0,0,0,0,6,115,0,0,1,0,braxton-berrios-berribr01,WR,2019
Rashard HigginsR. Higgins,7,14.0,0,0,0,0,0,0,0,0,0,0,4,55,1,0,0,0,rashard-higgins-higgira01,WR,2019
Rico GaffordR. Gafford,6,13.0,0,0,0,0,0,0,0,0,0,0,2,66,1,0,0,0,rico-gafford-gaffori01,WR,2019
J.J. NelsonJ. Nelson,6,13.0,0,0,0,0,0,0,0,0,0,0,4,36,1,0,0,0,jj-nelson-nelsojj01,WR,2019
Chris HoganC. Hogan,7,12.0,0,0,0,0,0,0,0,0,0,0,8,67,0,0,0,0,chris-hogan-hoganch02,WR,2019
T.J. JonesT. Jones,11,12.0,0,0,0,0,0,0,0,0,0,0,3,38,1,0,0,0,tj-jones-jonestj01,WR,2019
