Player,Year,Pos,Bye,Pts,passAtt,passCmp,passYds,passTD,passInt,pass2pt,rushAtt,rushYds,rushTD,ru2pt,rec,recYds,recTD,rec2pt,FL,FLTD,ID
A. Foster,2010,RB,7,392.0,0,0,0,0,0,0,327,1616,16,0,66,604,2,0,2,0,fostear01
R. White,2010,WR,8,316.2,0,0,0,0,0,0,1,3,0,0,115,1389,10,2,1,0,whitesh03
M. Vick,2010,QB,8,310.3,372,233,3018,21,6,1,100,676,9,0,0,0,0,0,3,0,vickmi01
A. Rodgers,2010,QB,10,304.5,475,312,3922,28,11,0,64,356,4,0,0,0,0,0,1,0,rodgeaa01
T. Brady,2010,QB,5,299.0,492,324,3900,36,4,0,31,30,1,0,0,0,0,0,1,0,bradyto01
L. McCoy,2010,RB,8,297.2,0,0,0,0,0,0,207,1080,7,0,78,592,2,0,1,0,mccoyle02
P. Hillis,2010,RB,8,294.9,2,1,13,0,0,0,270,1177,11,0,61,477,2,0,5,0,hillipe01
B. Lloyd,2010,WR,9,286.0,0,0,0,0,0,0,1,-18,0,0,77,1448,11,0,0,0,lloydbr01
P. Manning,2010,QB,7,285.8,679,450,4700,33,17,0,18,18,0,0,0,0,0,0,1,0,mannipe01
J. Charles,2010,RB,4,282.5,0,0,0,0,0,0,230,1467,5,0,45,468,3,0,2,0,charlja01
P. Rivers,2010,QB,10,281.6,541,357,4710,30,13,1,29,52,0,0,0,0,0,0,4,0,riverph01
R. Wayne,2010,WR,7,280.5,0,0,0,0,0,0,0,0,0,0,111,1355,6,0,1,0,waynere01
D. Bowe,2010,WR,4,278.6,0,0,0,0,0,0,1,4,0,0,72,1162,15,0,0,0,bowedw01
R. Rice,2010,RB,8,276.6,0,0,0,0,0,0,307,1220,5,0,63,556,1,0,0,0,ricera01
A. Peterson,2010,RB,4,275.9,0,0,0,0,0,0,283,1298,12,0,36,341,1,0,1,0,peterad02
G. Jennings,2010,WR,10,274.4,0,0,0,0,0,0,1,-1,0,0,76,1265,12,0,0,0,jennigr01
C. Johnson,2010,RB,9,272.9,0,0,0,0,0,0,316,1364,11,0,44,245,1,0,2,0,johnsch19
D. Brees,2010,QB,10,270.2,658,448,4620,33,22,0,18,-3,0,0,1,7,0,0,2,0,breesdr01
D. McFadden,2010,RB,10,267.4,1,0,0,0,0,0,223,1157,7,0,47,507,3,0,3,0,mcfadda01
C. Johnson,2010,WR,7,266.2,0,0,0,0,0,0,4,32,0,0,77,1120,12,1,0,0,johnsca03
M. Forte,2010,RB,8,264.6,0,0,0,0,0,0,237,1069,6,0,51,547,3,1,2,0,fortema01
J. Freeman,2010,QB,4,258.4,474,291,3451,25,6,0,68,364,0,1,0,0,0,0,3,0,freemjo01
A. Johnson,2010,WR,7,256.6,0,0,0,0,0,0,2,10,0,0,86,1216,8,0,0,0,johnsan03
M. Ryan,2010,QB,8,252.4,571,357,3705,28,9,2,46,122,0,0,0,0,0,0,3,0,ryanma01
H. Nicks,2010,WR,8,250.2,0,0,0,0,0,0,0,0,0,0,79,1052,11,0,0,0,nicksha01
M. Wallace,2010,WR,5,249.6,0,0,0,0,0,0,5,39,0,0,60,1257,10,0,0,0,wallami02
J. Witten,2010,TE,4,248.2,0,0,0,0,0,0,0,0,0,0,94,1002,9,1,1,0,witteja01
S. Johnson,2010,WR,6,247.3,0,0,0,0,0,0,0,0,0,0,82,1073,10,0,1,0,johnsst05
M. Schaub,2010,QB,7,245.6,574,365,4370,24,12,1,22,28,0,0,0,0,0,0,3,0,schauma01
S. Jackson,2010,RB,9,242.4,0,0,0,0,0,0,330,1241,6,0,46,383,0,0,1,0,jacksst03
L. Fitzgerald,2010,WR,6,241.7,0,0,0,0,0,0,0,0,0,0,90,1137,6,1,0,0,fitzgla01
R. Mendenhall,2010,RB,5,241.0,0,0,0,0,0,0,324,1273,13,0,23,167,0,0,2,0,mendera01
A. Bradshaw,2010,RB,8,239.9,0,0,0,0,0,0,276,1235,8,1,47,314,0,0,6,0,bradsah01
S. Moss,2010,WR,9,235.9,0,0,0,0,0,0,5,-6,0,0,93,1115,6,0,2,0,mosssa01
M. Jones-Drew,2010,RB,9,234.1,1,0,0,0,1,0,299,1324,5,0,34,317,2,0,2,0,drewma01
J. Flacco,2010,QB,8,231.3,489,306,3622,25,10,0,43,84,1,0,0,0,0,0,4,0,flaccjo01
E. Manning,2010,QB,8,231.1,539,339,4002,31,25,0,32,70,0,0,0,0,0,0,5,0,manniel01
M. Cassel,2010,QB,4,229.1,450,262,3116,27,7,0,33,125,0,0,0,0,0,0,1,0,cassema01
M. Colston,2010,WR,10,228.4,0,0,0,0,0,0,1,1,0,0,84,1023,7,0,0,0,colstma01
M. Austin,2010,WR,4,228.4,0,0,0,0,0,0,7,93,1,0,69,1041,7,0,1,0,austimi01
J. Maclin,2010,WR,8,228.0,0,0,0,0,0,0,3,36,0,0,70,964,10,0,1,0,maclije01
M. Turner,2010,RB,8,225.6,0,0,0,0,0,0,334,1371,12,0,12,85,0,0,2,0,turnemi02
T. Owens,2010,WR,6,224.3,0,0,0,0,0,0,0,0,0,0,72,983,9,0,0,0,owenste01
C. Palmer,2010,QB,6,223.8,586,362,3970,26,20,1,32,50,0,0,0,0,0,0,3,0,palmeca01
M. Williams,2010,WR,4,223.4,0,0,0,0,0,0,0,0,0,0,65,964,11,0,2,0,willimi15
D. Garrard,2010,QB,9,221.3,366,236,2734,23,15,0,66,279,5,0,0,0,0,0,4,0,garrada01
L. Tomlinson,2010,RB,7,216.2,0,0,0,0,0,0,219,914,6,0,52,368,0,0,0,0,tomlila01
W. Welker,2010,WR,5,212.8,0,0,0,0,0,0,0,0,0,0,86,848,7,0,0,0,welkewe01
J. Cutler,2010,QB,8,210.2,432,261,3274,23,16,1,50,232,1,0,0,0,0,0,6,0,cutleja01
K. Orton,2010,QB,9,209.9,498,293,3653,20,9,0,22,98,0,0,0,0,0,0,4,0,ortonky01
B. Roethlisberger,2010,QB,5,209.6,389,240,3200,17,5,0,34,176,2,0,0,0,0,0,3,0,roethbe01
M. Manningham,2010,WR,8,206.6,0,0,0,0,0,0,1,2,0,0,60,944,9,0,1,0,mannima01
P. Harvin,2010,WR,4,204.5,0,0,0,0,0,0,18,107,1,0,71,868,5,1,1,0,harvipe01
B. Marshall,2010,WR,5,203.7,1,0,0,0,0,0,2,3,0,0,86,1014,3,0,1,0,marshbr01
D. Jackson,2010,WR,8,203.0,0,0,0,0,0,0,16,104,1,0,47,1056,6,0,1,0,jacksde02
F. Gore,2010,RB,9,202.5,0,0,0,0,0,0,203,853,3,0,46,452,2,0,2,0,gorefr01
M. Sanchez,2010,QB,7,202.1,507,278,3291,17,13,1,30,105,3,0,0,0,0,0,1,0,sanchma01
B. Green-Ellis,2010,RB,5,199.3,0,0,0,0,0,0,229,1008,13,0,12,85,0,0,0,0,greenbe02
R. Fitzpatrick,2010,QB,6,198.9,441,255,3000,23,15,0,40,269,0,0,0,0,0,0,5,0,fitzpry01
C. Benson,2010,RB,6,196.9,0,0,0,0,0,0,321,1111,7,1,28,178,1,0,5,0,bensoce01
J. Best,2010,RB,7,196.2,1,0,0,0,0,0,171,555,4,0,58,487,2,0,1,0,bestja01
K. Moreno,2010,RB,9,196.1,0,0,0,0,0,0,182,779,5,0,37,372,3,0,2,0,morenkn01
V. Davis,2010,TE,9,191.4,0,0,0,0,0,0,0,0,0,0,56,914,7,1,0,0,davisve02
S. Bradford,2010,QB,9,190.8,590,354,3512,18,15,0,27,63,1,0,0,0,0,0,2,0,bradfsa01
L. Moore,2010,WR,10,188.3,0,0,0,0,0,0,0,0,0,0,66,763,8,0,1,0,moorela03
A. Gates,2010,TE,10,188.2,0,0,0,0,0,0,0,0,0,0,50,782,10,0,0,0,gatesan01
A. Boldin,2010,WR,8,187.7,1,1,-6,0,0,0,2,2,0,0,64,837,7,0,1,0,boldian01
D. Bess,2010,WR,5,186.7,0,0,0,0,0,0,2,-3,0,0,79,820,5,0,2,0,bessda01
B. Edwards,2010,WR,7,185.8,0,0,0,0,0,0,1,4,0,0,53,904,7,1,1,0,edwarbr02
M. Lewis,2010,TE,9,184.0,0,0,0,0,0,0,0,0,0,0,58,700,10,0,2,0,lewisma04
F. Jackson,2010,RB,6,183.2,0,0,0,0,0,0,222,927,5,0,31,215,2,0,2,0,jacksfr03
D. Mason,2010,WR,8,183.2,0,0,0,0,0,0,0,0,0,0,61,802,7,0,0,0,masonde01
F. Jones,2010,RB,4,183.0,0,0,0,0,0,0,185,800,1,0,48,450,1,0,1,0,jonesfe01
M. Tolbert,2010,RB,10,182.1,0,0,0,0,0,0,182,735,11,1,25,216,0,0,3,0,tolbemi02
P. Garcon,2010,WR,7,182.0,0,0,0,0,0,0,2,6,0,0,67,784,6,0,0,0,garcopi01
C. Cooley,2010,TE,9,179.9,0,0,0,0,0,0,0,0,0,0,77,849,3,1,1,0,coolech01
D. Amendola,2010,WR,9,178.0,0,0,0,0,0,0,7,81,0,0,85,689,3,0,1,0,amendda01
M. Thomas,2010,WR,9,177.4,0,0,0,0,0,0,12,114,0,0,66,820,4,0,3,0,thomami03
D. Branch,2010,WR,5,176.8,0,0,0,0,0,0,0,0,0,0,61,818,6,0,1,0,brancde01
J. Knox,2010,WR,8,175.2,0,0,0,0,0,0,1,2,0,0,51,960,5,0,1,0,knoxjo01
D. McNabb,2010,QB,9,174.2,472,275,3377,14,15,0,29,151,0,0,0,0,0,0,1,0,mcnabdo01
C. Johnson,2010,WR,6,174.1,1,0,0,0,0,0,0,0,0,0,67,831,4,0,0,0,johnsch02
K. Britt,2010,WR,9,173.5,0,0,0,0,0,0,0,0,0,0,42,775,9,1,1,0,brittke01
T. Gonzalez,2010,TE,8,171.6,0,0,0,0,0,0,0,0,0,0,70,656,6,0,0,0,gonzato01
B. Jackson,2010,RB,10,171.5,0,0,0,0,0,0,190,703,3,0,43,342,1,0,0,0,jacksbr02
K. Winslow,2010,TE,4,169.0,0,0,0,0,0,0,0,0,0,0,66,730,5,0,0,0,winslke02
A. Collie,2010,WR,7,168.9,0,0,0,0,0,0,0,0,0,0,58,649,8,0,1,0,colliau01
B. Pettigrew,2010,TE,7,167.2,0,0,0,0,0,0,0,0,0,0,71,722,4,0,0,0,pettibr01
M. Crabtree,2010,WR,9,165.1,0,0,0,0,0,0,0,0,0,0,55,741,6,0,0,0,crabtmi01
J. Gaffney,2010,WR,9,164.5,0,0,0,0,0,0,0,0,0,0,65,875,2,0,0,0,gaffnja01
H. Ward,2010,WR,5,162.3,0,0,0,0,0,0,1,-2,0,0,59,755,5,0,1,0,wardhi01
B. Watson,2010,TE,8,162.2,0,0,0,0,0,0,1,-1,0,0,68,763,3,0,0,0,watsobe01
D. Woodhead,2010,RB,5,160.6,0,0,0,0,0,0,97,547,5,0,34,379,1,0,1,0,woodhda01
S. Holmes,2010,WR,7,160.3,0,0,0,0,0,0,2,17,0,0,52,746,6,0,2,0,holmesa01
S. Hill,2010,QB,7,159.7,416,257,2686,16,12,1,22,123,0,0,0,0,0,0,1,0,hillsh01
Z. Miller,2010,TE,10,158.5,0,0,0,0,0,0,0,0,0,0,60,685,5,0,0,0,milleza01
J. Campbell,2010,QB,10,157.7,329,194,2387,13,8,0,47,222,1,0,0,0,0,0,1,0,campbja02
N. Burleson,2010,WR,7,157.6,0,0,0,0,0,0,7,81,0,0,55,625,6,0,2,0,burlena01
J. Kitna,2010,QB,4,157.3,318,209,2365,16,12,2,31,147,1,0,0,0,0,0,1,0,kitnajo01
R. Brown,2010,RB,5,156.6,2,0,0,0,0,0,200,734,5,0,33,242,0,0,2,0,brownro11
C. Henne,2010,QB,5,155.2,490,301,3301,15,19,0,35,52,0,0,0,0,0,0,2,0,hennech01
R. Gronkowski,2010,TE,5,154.6,0,0,0,0,0,0,0,0,0,0,42,546,10,0,1,0,gronkro01
J. Tamme,2010,TE,7,154.1,0,0,0,0,0,0,0,0,0,0,67,631,4,0,0,0,tammeja01
D. Keller,2010,TE,7,153.7,0,0,0,0,0,0,0,0,0,0,55,687,5,0,0,0,kelledu01
M. Williams,2010,WR,5,152.1,0,0,0,0,0,0,1,0,0,0,65,751,2,0,0,0,willimi10
M. Bush,2010,RB,10,150.9,0,0,0,0,0,0,158,655,8,0,18,194,0,0,0,0,bushmi01
T. Jones,2010,RB,4,149.8,0,0,0,0,0,0,245,896,6,0,14,122,0,0,1,0,jonesth01
M. Hasselbeck,2010,QB,5,148.0,444,266,3001,12,17,0,23,60,3,0,0,0,0,0,5,0,hassema01
A. Armstrong,2010,WR,9,147.1,0,0,0,0,0,0,0,0,0,0,44,871,3,0,1,0,armstan02
J. Jones,2010,WR,10,145.9,0,0,0,0,0,0,0,0,0,0,50,679,5,0,1,0,jonesja07
N. Washington,2010,WR,9,145.9,0,0,0,0,0,0,1,-8,0,0,42,687,6,0,0,0,washina01
B. Jacobs,2010,RB,8,145.2,0,0,0,0,0,0,147,823,9,0,7,59,0,0,2,0,jacobbr01
M. Floyd,2010,WR,10,144.7,0,0,0,0,0,0,0,0,0,0,37,717,6,0,0,0,floydma03
D. Sproles,2010,RB,10,143.7,0,0,0,0,0,0,50,267,0,0,59,520,2,0,3,0,sprolda01
K. Walter,2010,WR,7,143.1,0,0,0,0,0,0,0,0,0,0,51,621,5,0,0,0,walteke02
A. Hernandez,2010,TE,5,142.0,0,0,0,0,0,0,3,47,0,0,45,563,6,0,0,0,hernaaa01
E. Royal,2010,WR,9,141.8,0,0,0,0,0,0,6,61,0,0,59,627,3,0,2,0,royaled01
C. Williams,2010,RB,4,141.2,0,0,0,0,0,0,125,437,2,0,46,355,1,0,1,0,willica03
R. Mathews,2010,RB,10,140.3,0,0,0,0,0,0,158,678,7,0,22,145,0,0,3,0,mathery01
M. Sims-Walker,2010,WR,9,139.2,0,0,0,0,0,0,0,0,0,0,43,562,7,0,1,0,walkemi04
R. Meachem,2010,WR,10,139.2,0,0,0,0,0,0,4,14,0,0,44,638,5,0,0,0,meachro01
R. Torain,2010,RB,9,138.7,0,0,0,0,0,0,164,742,4,0,18,125,2,0,1,0,torairy01
M. Lynch,2010,RB,5,138.2,0,0,0,0,0,0,202,737,6,0,22,145,0,0,4,0,lynchma01
L. Blount,2010,RB,9,137.1,0,0,0,0,0,0,201,1007,6,0,5,14,0,0,3,0,blounle01
J. Snelling,2010,RB,8,136.7,0,0,0,0,0,0,87,324,2,0,44,303,3,0,0,0,snellja01
D. Bryant,2010,WR,4,135.1,0,0,0,0,0,0,1,0,0,0,45,561,6,0,1,0,bryande02
A. Smith,2010,QB,9,134.8,342,204,2370,14,10,1,18,60,0,0,0,0,0,0,2,0,smithal04
T. Hightower,2010,RB,6,130.2,0,0,0,0,0,0,153,736,5,0,21,136,0,0,4,0,hightti01
J. Shipley,2010,WR,6,130.0,0,0,0,0,0,0,0,0,0,0,52,600,3,0,0,0,shipljo01
T. Heap,2010,TE,8,129.9,0,0,0,0,0,0,0,0,0,0,40,599,5,0,0,0,heapto01
B. Gibson,2010,WR,9,129.8,0,0,0,0,0,0,3,28,0,0,53,620,2,0,0,0,gibsobr01
D. Driver,2010,WR,10,129.5,0,0,0,0,0,0,0,0,0,0,51,565,4,0,1,0,drivedo01
S. Breaston,2010,WR,6,129.0,2,1,17,0,0,0,3,35,0,0,47,718,1,0,0,1,breasst01
M. Goodson,2010,RB,6,128.2,0,0,0,0,0,0,103,452,3,0,40,310,0,0,3,0,goodsmi01
J. Jones,2010,WR,7,127.9,0,0,0,0,0,0,2,7,0,0,51,562,3,1,0,0,jonesja06
J. Morgan,2010,WR,9,125.5,0,0,0,0,0,0,2,17,0,0,44,698,2,0,1,0,morgajo02
K. Williams,2010,RB,9,124.0,0,0,0,0,0,0,65,261,3,0,39,309,2,0,1,0,willike16
J. Gresham,2010,TE,6,123.1,0,0,0,0,0,0,0,0,0,0,52,471,4,1,1,0,greshje01
J. Forsett,2010,RB,5,122.5,0,0,0,0,0,0,118,523,2,0,33,252,0,0,0,0,forseju01
E. Bennett,2010,WR,8,121.0,0,0,0,0,0,0,2,9,0,0,46,561,3,0,0,0,benneea02
T. Moeaki,2010,TE,4,120.6,0,0,0,0,0,0,0,0,0,0,47,556,3,0,0,0,moeakto01
S. Smith,2010,WR,8,118.9,0,0,0,0,0,0,0,0,0,0,48,529,3,0,0,0,smithst08
R. Jennings,2010,RB,9,118.2,0,0,0,0,0,0,84,459,4,0,26,223,0,0,0,0,jennira01
R. Williams,2010,WR,4,118.0,0,0,0,0,0,0,0,0,0,0,37,530,5,1,2,0,williro11
B. Celek,2010,TE,8,117.1,0,0,0,0,0,0,0,0,0,0,42,511,4,0,0,0,celekbr01
L. Evans,2010,WR,6,116.8,0,0,0,0,0,0,0,0,0,0,37,578,4,0,1,0,evansle03
J. Avant,2010,WR,8,116.3,0,0,0,0,0,0,0,0,0,0,51,573,1,1,0,0,avantja01
L. Murphy,2010,WR,10,116.2,0,0,0,0,0,0,1,43,0,0,41,609,2,0,1,0,murphlo01
K. Boss,2010,TE,8,116.1,0,0,0,0,0,0,0,0,0,0,35,531,5,0,1,0,bosske01
A. Fasano,2010,TE,5,115.8,0,0,0,0,0,0,0,0,0,0,39,528,4,0,0,0,fasanan01
D. Hester,2010,WR,8,114.5,0,0,0,0,0,0,7,30,0,0,40,475,4,0,0,0,hestede01
R. Williams,2010,RB,5,114.4,0,0,0,0,0,0,159,673,2,0,19,141,1,0,2,0,williri01
S. Greene,2010,RB,7,112.6,0,0,0,0,0,0,185,766,2,0,16,120,0,0,2,0,greensh01
V. Shiancoe,2010,TE,4,112.0,0,0,0,0,0,0,0,0,0,0,47,530,2,0,0,0,shianvi01
B. Hartline,2010,WR,5,111.2,0,0,0,0,0,0,2,27,0,0,43,615,1,0,1,0,hartlbr01
S. Smith,2010,WR,6,110.3,0,0,0,0,0,0,1,9,0,0,46,554,2,0,2,0,smithst01
J. Dreessen,2010,TE,7,109.8,0,0,0,0,0,0,0,0,0,0,36,518,4,0,1,0,dreesjo01
J. Ford,2010,WR,10,109.5,0,0,0,0,0,0,10,155,2,0,25,470,2,0,1,0,fordja03
G. Olsen,2010,TE,8,109.4,0,0,0,0,0,0,0,0,0,0,41,404,5,0,1,0,olsengr01
J. Nelson,2010,WR,10,109.2,0,0,0,0,0,0,0,0,0,0,45,582,2,0,3,0,nelsojo01
B. Obomanu,2010,WR,5,109.1,0,0,0,0,0,0,2,17,0,0,30,494,4,2,0,0,obomabe01
K. Collins,2010,QB,9,109.0,278,160,1823,14,8,1,10,1,0,0,0,0,0,0,3,0,collike01
D. Gettis,2010,WR,6,106.0,0,0,0,0,0,0,3,2,0,0,37,508,3,0,0,0,gettida01
M. Morris,2010,RB,7,105.6,0,0,0,0,0,0,90,336,5,0,25,170,0,0,0,0,morrima01
J. Stewart,2010,RB,6,105.3,0,0,0,0,0,0,178,770,2,0,8,103,1,0,4,0,stewajo02
M. Jenkins,2010,WR,8,103.5,0,0,0,0,0,0,0,0,0,0,41,505,2,0,0,0,jenkimi02
H. Miller,2010,TE,5,103.2,0,0,0,0,0,0,0,0,0,0,42,512,2,0,1,0,millehe01
J. Addai,2010,RB,7,102.9,0,0,0,0,0,0,116,495,4,0,19,124,0,0,1,0,addaijo01
D. Brown,2010,RB,7,102.2,0,0,0,0,0,0,129,497,2,0,20,205,0,0,0,0,browndo06
B. White,2010,WR,7,101.5,0,0,0,0,0,0,0,0,0,0,36,355,5,0,0,0,whitebl01
C. Ivory,2010,RB,10,100.3,0,0,0,0,0,0,137,716,5,0,1,17,0,0,2,0,ivorych01
J. Shockey,2010,TE,10,99.8,0,0,0,0,0,0,0,0,0,0,41,408,3,0,0,0,shockje01
M. Massaquoi,2010,WR,8,99.2,1,1,29,1,0,0,1,-3,0,0,36,483,2,0,1,0,massamo01
D. Butler,2010,WR,5,99.1,0,0,0,0,0,0,2,6,0,0,36,385,4,0,0,0,butlede01
T. Romo,2010,QB,4,99.1,213,148,1605,11,7,0,6,38,0,0,0,11,0,0,0,0,romoto01
T. Tebow,2010,QB,9,98.9,82,41,654,5,3,0,43,227,6,0,0,0,0,0,0,0,tebowti01
R. Moss,2010,WR,9,97.3,0,0,0,0,0,0,0,0,0,0,28,393,5,0,0,0,mossra01
B. Favre,2010,QB,4,97.2,358,217,2509,11,19,0,17,8,0,0,0,0,0,0,5,0,favrebr01
O. Daniels,2010,TE,7,97.1,0,0,0,0,0,0,0,0,0,0,38,471,2,0,0,0,danieow01
J. Graham,2010,TE,10,96.9,0,0,0,0,0,0,1,3,0,0,31,356,5,0,0,0,grahaji01
B. LaFell,2010,WR,6,96.8,1,0,0,0,0,0,1,60,0,0,38,468,1,0,0,0,lafelbr01
J. Cotchery,2010,WR,7,96.0,0,0,0,0,0,0,4,-3,0,0,41,433,2,0,0,0,cotchje01
B. Westbrook,2010,RB,9,95.0,0,0,0,0,0,0,77,340,4,0,16,150,1,0,0,0,westbbr02
M. Reece,2010,RB,10,92.5,0,0,0,0,0,0,30,122,1,0,25,333,3,0,1,0,reecema01
D. Fells,2010,TE,9,92.1,0,0,0,0,0,0,0,0,0,0,41,391,2,0,0,0,fellsda01
C. McCoy,2010,QB,8,90.9,222,135,1576,6,9,0,28,136,1,0,1,13,0,0,0,0,mccoyco01
B. Scaife,2010,TE,9,89.8,0,0,0,0,0,0,0,0,0,0,36,318,4,0,1,0,scaifbo01
D. Clark,2010,TE,7,89.7,0,0,0,0,0,0,0,0,0,0,37,347,3,0,0,0,clarkda05
W. McGahee,2010,RB,8,89.5,0,0,0,0,0,0,100,380,5,0,14,55,1,0,2,0,mcgahwi01
B. Tate,2010,WR,5,89.4,0,0,0,0,0,0,5,62,0,0,24,432,3,0,1,0,tatebr01
D. Anderson,2010,QB,6,89.1,327,169,2065,7,10,1,5,25,0,0,0,0,0,0,3,0,anderde01
J. Kuhn,2010,RB,10,88.8,0,0,0,0,0,0,84,281,4,0,15,97,2,0,0,0,kuhnjo01
C. Buckhalter,2010,RB,9,88.7,0,0,0,0,0,0,59,147,2,0,28,240,2,0,1,0,buckhco01
