Player,Pos,Bye,Pts,passAtt,passCmp,passYds,passTD,passInt,pass2pt,rushAtt,rushYds,rushTD,ru2pt,rec,recYds,recTD,rec2pt,FL,FLTD
Lance Moore,WR,12,47.8,0,0,0,0,0,0,0,0,0,0,14,198,2,1,0,0
Bruce Miller,RB,8,47.8,0,0,0,0,0,0,6,9,0,0,18,189,2,0,1,0
Kenbrell Thompkins,WR,5,47.7,0,0,0,0,0,0,2,5,0,0,21,262,0,0,0,0
Jim Dray,TE,4,47.2,0,0,0,0,0,0,0,0,0,0,17,242,1,0,0,0
Benjamin Watson,TE,6,45.6,0,0,0,0,0,0,0,0,0,0,20,136,2,0,0,0
Chris Polk,RB,7,44.8,0,0,0,0,0,0,46,172,4,0,2,16,0,0,0,0
Bryce Brown,RB,7,44.2,0,0,0,0,0,0,36,126,0,0,16,176,0,0,1,0
Garrett Graham,TE,10,43.7,0,0,0,0,0,0,0,0,0,0,18,197,1,0,0,0
Michael Vick,QB,11,43.5,121,64,604,3,2,0,26,153,0,0,0,0,0,0,2,0
Gavin Escobar,TE,11,43.5,0,0,0,0,0,0,0,0,0,0,9,105,4,0,0,0
Nick Toon,WR,6,42.9,0,0,0,0,0,0,1,4,0,0,17,215,1,0,1,0
Ricardo Lockette,WR,4,42.7,0,0,0,0,0,0,1,2,0,0,11,195,2,0,0,0
Cooper Helfet,TE,4,42.5,0,0,0,0,0,0,0,0,0,0,12,185,2,0,0,0
Brandon Tate,WR,4,42.4,0,0,0,0,0,0,3,21,0,0,17,193,1,0,1,0
Albert Wilson,WR,6,42.0,0,0,0,0,0,0,0,0,0,0,16,260,0,0,0,0
Jack Doyle,TE,10,41.8,0,0,0,0,0,0,0,0,0,0,18,118,2,0,0,0
Ladarius Green,TE,10,41.6,0,0,0,0,0,0,0,0,0,0,19,226,0,0,0,0
Brandon Myers,TE,7,41.0,0,0,0,0,0,0,0,0,0,0,22,190,0,0,0,0
Bilal Powell,RB,11,40.3,0,0,0,0,0,0,33,141,1,0,11,92,0,0,0,0
Corey Fuller,WR,9,39.2,0,0,0,0,0,0,0,0,0,0,14,212,1,0,1,0
Kyle Juszczyk,RB,11,39.2,0,0,0,0,0,0,0,0,0,0,19,182,1,0,2,0
Rishard Matthews,WR,5,37.8,0,0,0,0,0,0,1,3,0,0,12,135,2,0,0,0
Fozzy Whittaker,RB,4,37.5,0,0,0,0,0,0,32,145,1,0,5,60,1,0,0,0
Marquess Wilson,WR,9,37.0,0,0,0,0,0,0,0,0,0,0,17,140,1,0,0,0
Montee Ball,RB,4,36.4,0,0,0,0,0,0,55,172,1,0,9,62,0,0,1,0
Jacob Tamme,TE,4,34.9,0,0,0,0,0,0,0,0,0,0,14,109,2,0,1,0
Brenton Bersin,WR,12,34.1,0,0,0,0,0,0,0,0,0,0,13,151,1,0,0,0
Ted Ginn Jr.,WR,4,34.0,1,1,10,0,0,0,3,6,0,0,14,190,0,0,0,0
Chris Givens,WR,4,33.3,0,0,0,0,0,0,1,4,0,0,11,159,1,0,0,0
Bruce Ellington,WR,8,33.0,0,0,0,0,0,0,6,28,1,0,6,62,2,0,0,0
Greg Salas,WR,11,32.7,0,0,0,0,0,0,1,20,1,0,8,167,0,0,0,0
Silas Redd,RB,10,32.2,0,0,0,0,0,0,16,75,1,0,8,107,0,0,0,0
Eric Weems,WR,9,32.2,0,0,0,0,0,0,0,0,0,0,10,102,2,0,0,0
Donnie Avery,WR,6,30.6,0,0,0,0,0,0,0,0,0,0,15,176,0,0,1,0
Peyton Hillis,RB,8,30.2,0,0,0,0,0,0,26,115,0,0,10,87,0,0,0,0
Chad Henne,QB,11,30.2,78,42,492,3,1,0,4,25,0,0,0,0,0,0,1,0
Jonathan Grimes,RB,10,29.9,0,0,0,0,0,0,39,153,0,0,6,86,0,0,0,0
Austin Pettis,WR,4,29.8,0,0,0,0,0,0,0,0,0,0,12,118,1,0,0,0
DeAngelo Williams,RB,12,29.3,0,0,0,0,0,0,62,219,0,0,5,44,0,0,1,0
Mike Tolbert,RB,12,29.1,0,0,0,0,0,0,37,78,0,0,12,93,0,0,0,0
Gary Barnidge,TE,4,28.6,0,0,0,0,0,0,0,0,0,0,13,156,0,0,0,0
Dennis Pitta,TE,11,28.5,0,0,0,0,0,0,0,0,0,0,16,125,0,0,0,0
Mike Williams,WR,9,28.2,0,0,0,0,0,0,0,0,0,0,8,142,1,0,0,0
Chris Owusu,WR,11,28.1,0,0,0,0,0,0,1,23,1,0,6,78,1,0,0,0
Crockett Gillmore,TE,11,28.1,0,0,0,0,0,0,0,0,0,0,10,121,1,0,0,0
Dontrelle Inman,WR,10,27.8,0,0,0,0,0,0,0,0,0,0,12,158,0,0,0,0
Maurice Jones-Drew,RB,5,27.7,0,0,0,0,0,0,43,96,0,0,11,71,0,0,0,0
Adam Thielen,WR,10,27.7,0,0,0,0,0,0,0,0,0,0,8,137,1,0,0,0
Kerwynn Williams,RB,10,27.7,0,0,0,0,0,0,53,246,0,0,2,11,0,0,0,0
Dante Rosario,TE,9,27.6,0,0,0,0,0,0,0,0,0,0,16,116,0,1,1,0
Ed Dickson,TE,12,27.5,0,0,0,0,0,0,0,0,0,0,10,115,1,0,0,0
Tony Moeaki,TE,4,27.4,0,0,0,0,0,0,0,0,0,0,8,134,1,0,0,0
Ka'Deem Carey,RB,9,26.5,0,0,0,0,0,0,36,158,0,0,5,57,0,0,0,0
Josh Morgan,WR,9,26.0,0,0,0,0,0,0,2,30,0,0,10,70,1,0,0,0
Ryan Griffin,TE,10,25.1,0,0,0,0,0,0,0,0,0,0,10,91,1,0,0,0
Logan Paulsen,TE,10,24.8,0,0,0,0,0,0,0,0,0,0,13,78,1,0,1,0
Joe McKnight,RB,6,24.7,0,0,0,0,0,0,1,3,0,0,6,64,2,0,0,0
Joe Banyard,RB,10,24.0,0,0,0,0,0,0,21,88,0,0,9,62,0,0,0,0
Anthony Sherman,RB,6,23.9,0,0,0,0,0,0,2,8,0,0,10,71,1,0,0,0
Vincent Brown,WR,5,23.8,0,0,0,0,0,0,0,0,0,0,12,118,0,0,0,0
Rod Streater,WR,5,23.4,0,0,0,0,0,0,0,0,0,0,9,84,1,0,0,0
Michael Campanaro,WR,11,23.2,0,0,0,0,0,0,0,0,0,0,7,102,1,0,0,0
Robert Hughes,RB,4,23.1,0,0,0,0,0,0,7,11,0,0,8,140,0,0,0,0
Case Keenum,QB,10,22.9,77,45,435,2,2,0,10,35,0,0,0,0,0,0,1,0
Junior Hemingway,WR,6,22.8,0,0,0,0,0,0,0,0,0,0,12,108,0,0,0,0
Matt Cassel,QB,10,22.8,71,41,425,3,4,0,9,18,0,0,0,0,0,0,0,0
Knowshon Moreno,RB,5,22.6,0,0,0,0,0,0,31,148,1,0,1,8,0,0,0,0
Ryan Lindley,QB,10,22.5,93,45,562,2,4,0,0,0,0,0,0,0,0,0,0,0
MarQueis Gray,TE,9,22.4,0,0,0,0,0,0,0,0,0,0,9,134,0,0,0,0
Rob Housler,TE,4,22.0,0,0,0,0,0,0,1,1,0,0,9,129,0,0,0,0
Denarius Moore,WR,5,21.6,0,0,0,0,0,0,1,1,0,0,12,115,0,0,1,0
Santana Moss,WR,10,21.6,0,0,0,0,0,0,0,0,0,0,10,116,0,0,0,0
Cory Harkey,TE,4,21.5,0,0,0,0,0,0,0,0,0,0,8,55,1,1,0,0
Joseph Fauria,TE,9,21.4,0,0,0,0,0,0,0,0,0,0,6,74,1,1,0,0
Storm Johnson,RB,11,21.2,0,0,0,0,0,0,29,86,2,0,1,-4,0,0,0,0
Patrick DiMarco,RB,9,21.2,0,0,0,0,0,0,0,0,0,0,9,62,1,0,0,0
James Casey,RB,7,20.9,0,0,0,0,0,0,0,0,0,0,3,59,2,0,0,0
John Kuhn,RB,9,20.8,0,0,0,0,0,0,24,85,1,0,4,23,0,0,0,0
Rex Burkhead,RB,4,20.6,0,0,0,0,0,0,9,27,1,0,7,49,0,0,0,0
Zurlon Tipton,RB,10,20.6,0,0,0,0,0,0,10,18,0,0,6,68,1,0,0,0
Brandon Weeden,QB,11,20.0,41,24,303,3,2,0,6,-1,0,0,0,0,0,0,0,0
Marion Grice,RB,4,20.0,1,0,0,0,0,0,15,41,1,0,7,29,0,0,0,0
Joseph Morgan,WR,6,19.9,0,0,0,0,0,0,1,67,0,0,4,92,0,0,0,0
Ryan Mallett,QB,10,19.8,75,41,400,2,2,0,6,-2,0,0,0,0,0,0,0,0
Derek Carrier,TE,8,19.7,0,0,0,0,0,0,1,2,0,0,9,105,0,0,0,0
Virgil Green,TE,4,19.7,0,0,0,0,0,0,2,3,0,0,6,74,1,0,0,0
Christine Michael,RB,4,19.7,0,0,0,0,0,0,34,175,0,0,1,12,0,0,0,0
Jacoby Jones,WR,11,19.7,0,0,0,0,0,0,3,16,0,0,9,131,0,0,2,0
Justin Brown,WR,12,19.4,0,0,0,0,0,0,0,0,0,0,12,94,0,0,1,0
Brian Tyms,WR,10,19.2,0,0,0,0,0,0,0,0,0,0,5,82,1,0,0,0
Kevin Norwood,WR,4,19.2,0,0,0,0,0,0,0,0,0,0,9,102,0,0,0,0
Jamize Olawale,RB,5,18.8,0,0,0,0,0,0,2,0,0,0,5,18,2,0,0,0
Ryan Hewitt,TE,4,18.6,0,0,0,0,0,0,1,0,0,0,10,86,0,0,0,0
Chase Coffman,TE,9,18.4,0,0,0,0,0,0,0,0,0,0,6,64,1,0,0,0
Robert Meachem,WR,6,18.4,0,0,0,0,0,0,0,0,0,0,7,114,0,0,0,0
A.J. Jenkins,WR,6,18.1,0,0,0,0,0,0,2,-2,0,0,9,93,0,0,0,0
Orleans Darkwa,RB,8,18.1,0,0,0,0,0,0,9,23,1,0,5,48,0,0,0,0
Chris Gragg,TE,9,17.8,0,0,0,0,0,0,0,0,0,0,7,48,1,0,0,0
Robert Herron,WR,7,17.8,0,0,0,0,0,0,1,0,0,0,6,58,1,0,0,0
T.J. Graham,WR,11,17.7,0,0,0,0,0,0,0,0,0,0,3,87,1,0,0,0
Brandon Bolden,RB,10,17.7,0,0,0,0,0,0,28,89,1,0,2,8,0,0,0,0
Dane Sanzenbacher,WR,4,17.4,0,0,0,0,0,0,1,-1,0,0,9,105,0,0,1,0
Lee Smith,TE,9,17.2,0,0,0,0,0,0,0,0,0,0,7,42,1,0,0,0
James Wright,WR,4,17.1,0,0,0,0,0,0,3,30,0,0,5,91,0,0,0,0
Brandon Pettigrew,TE,9,17.0,0,0,0,0,0,0,0,0,0,0,10,70,0,0,0,0
Matt Hasselbeck,QB,10,16.9,44,30,301,2,0,0,8,-11,0,0,0,0,0,0,1,0
Jed Collins,RB,9,16.8,0,0,0,0,0,0,8,19,0,0,5,39,1,0,0,0
Josh Huff,WR,7,16.5,0,0,0,0,0,0,1,7,0,0,8,98,0,0,1,0
Corey Washington,WR,8,16.2,0,0,0,0,0,0,0,0,0,0,5,52,1,0,0,0
Erik Lorig,RB,6,16.1,0,0,0,0,0,0,3,4,0,0,9,27,1,0,1,0
Adrien Robinson,TE,8,16.0,0,0,0,0,0,0,0,0,0,0,5,50,1,0,0,0
Chris Thompson,RB,10,15.9,0,0,0,0,0,0,3,12,0,0,6,27,1,0,0,0
Darrin Reaves,RB,12,15.9,0,0,0,0,0,0,31,78,0,0,5,31,0,0,0,0
Jimmy Clausen,QB,12,15.8,48,26,223,2,1,0,3,9,0,0,0,0,0,0,0,0
Ronnie Brown,RB,10,15.7,0,0,0,0,0,0,20,63,0,0,5,44,0,0,0,0
Matt Spaeth,TE,12,15.6,0,0,0,0,0,0,0,0,0,0,3,46,1,1,0,0
Brian Leonhardt,TE,5,15.5,0,0,0,0,0,0,0,0,0,0,6,35,1,0,0,0
Dwayne Harris,WR,11,15.3,0,0,0,0,0,0,4,7,0,0,7,116,0,0,2,0
Will Ta'ufo'ou,RB,11,15.1,0,0,0,0,0,0,0,0,0,0,7,81,0,0,0,0
Jackie Battle,RB,9,14.7,0,0,0,0,0,0,5,9,1,0,5,28,0,0,0,0
Santonio Holmes,WR,9,14.7,0,0,0,0,0,0,0,0,0,0,8,67,0,0,0,0
David Nelson,WR,11,14.5,0,0,0,0,0,0,0,0,0,0,8,65,0,0,0,0
Jonathan Dwyer,RB,4,13.9,0,0,0,0,0,0,16,51,1,0,2,8,0,0,0,0
Ryan Grant,WR,10,13.8,0,0,0,0,0,0,0,0,0,0,7,68,0,0,0,0
Mike Brown,WR,11,13.8,0,0,0,0,0,0,0,0,0,0,7,88,0,0,1,0
Keshawn Martin,WR,10,13.8,0,0,0,0,0,0,0,0,0,0,6,78,0,0,0,0
Zach Miller,TE,4,13.6,0,0,0,0,0,0,0,0,0,0,6,76,0,0,0,0
Frank Summers,RB,9,13.6,0,0,0,0,0,0,6,17,1,0,5,9,0,0,0,0
Zach Sudfeld,TE,11,13.5,0,0,0,0,0,0,0,0,0,0,5,85,0,0,0,0
John Conner,RB,8,13.5,0,0,0,0,0,0,6,20,0,0,2,35,1,0,0,0
Dri Archer,WR,12,13.3,0,0,0,0,0,0,10,40,0,0,7,23,0,0,0,0
Greg Little,WR,5,12.9,0,0,0,0,0,0,0,0,0,0,6,69,0,0,0,0
C.J. Fiedorowicz,TE,10,12.8,0,0,0,0,0,0,0,0,0,0,4,28,1,0,0,0
Christian Ponder,QB,10,12.5,44,22,222,0,2,0,4,16,1,0,0,0,0,0,0,0
Jimmy Garoppolo,QB,10,12.2,27,19,182,1,0,0,10,9,0,0,0,0,0,0,0,0
Danny Woodhead,RB,10,12.2,0,0,0,0,0,0,15,38,0,0,5,34,0,0,0,0
Darren Fells,TE,4,12.1,0,0,0,0,0,0,0,0,0,0,5,71,0,0,0,0
Johnny Manziel,QB,4,11.9,35,18,175,0,2,0,9,29,1,0,0,0,0,0,0,0
Austin Johnson,RB,6,11.7,0,0,0,0,0,0,8,22,0,0,2,15,1,0,0,0
Bryan Walters,WR,4,11.5,0,0,0,0,0,0,1,-2,0,0,6,57,0,0,0,0
Kris Durham,WR,9,11.4,0,0,0,0,0,0,0,0,0,0,6,54,0,0,0,0
Adrian Peterson,RB,10,11.3,0,0,0,0,0,0,21,75,0,0,2,18,0,0,0,0
James White,RB,10,11.1,0,0,0,0,0,0,9,38,0,0,5,23,0,0,0,0
Luke Stocker,TE,7,11.1,0,0,0,0,0,0,0,0,0,0,7,41,0,0,0,0
Chris Ogbonnaya,RB,8,11.0,0,0,0,0,0,0,14,50,1,0,0,0,0,0,0,0
Derrick Coleman,RB,4,10.9,0,0,0,0,0,0,0,0,0,0,2,29,1,0,0,0
James Develin,RB,10,10.8,0,0,0,0,0,0,3,5,0,0,6,43,0,0,0,0
Russell Shepard,WR,7,10.3,0,0,0,0,0,0,0,0,0,0,4,63,0,0,0,0
Will Johnson,RB,12,10.1,0,0,0,0,0,0,2,0,0,0,6,41,0,0,0,0
Kevin Ogletree,WR,9,10.0,0,0,0,0,0,0,0,0,0,0,5,50,0,0,0,0
Cedric Peerman,RB,4,10.0,0,0,0,0,0,0,15,43,0,0,3,27,0,0,0,0
Jerrel Jernigan,WR,8,9.8,0,0,0,0,0,0,1,-2,0,0,6,40,0,0,0,0
Andre Caldwell,WR,4,9.7,0,0,0,0,0,0,0,0,0,0,5,47,0,0,0,0
Nic Jacobs,TE,11,9.6,0,0,0,0,0,0,0,0,0,0,2,16,1,0,0,0
Jeff Maehl,WR,7,9.6,0,0,0,0,0,0,0,0,0,0,5,46,0,0,0,0
Ace Sanders,WR,11,9.5,0,0,0,0,0,0,0,0,0,0,6,55,0,0,1,0
Cyrus Gray,RB,6,9.1,0,0,0,0,0,0,8,31,1,0,0,0,0,0,0,0
James Hanna,TE,11,8.8,0,0,0,0,0,0,0,0,0,0,4,48,0,0,0,0
Frankie Hammond,WR,6,8.5,0,0,0,0,0,0,0,0,0,0,4,45,0,0,0,0
DuJuan Harris,RB,9,8.5,0,0,0,0,0,0,16,64,0,0,1,11,0,0,0,0
Seyi Ajirotutu,WR,10,8.5,0,0,0,0,0,0,0,0,0,0,4,45,0,0,0,0
Brandon Williams,TE,12,8.4,0,0,0,0,0,0,0,0,0,0,4,44,0,0,0,0
Bear Pascoe,RB,9,8.3,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0
Brandon Bostick,TE,9,8.3,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0
Chase Daniel,QB,6,7.8,28,16,157,0,0,0,4,15,0,0,0,0,0,0,0,0
Trey Watts,RB,4,7.8,0,0,0,0,0,0,7,30,0,0,3,18,0,0,0,0
Michael Hoomanawanui,TE,10,7.4,0,0,0,0,0,0,0,0,0,0,3,44,0,0,0,0
Quinton Patton,WR,8,7.4,0,0,0,0,0,0,1,20,0,0,3,44,0,0,1,0
Garrett Celek,TE,8,7.3,0,0,0,0,0,0,0,0,0,0,2,53,0,0,0,0
George Winn,RB,9,7.3,0,0,0,0,0,0,19,73,0,0,0,0,0,0,0,0
Logan Thomas,TE,4,7.2,9,1,81,1,0,0,0,0,0,0,0,0,0,0,0,0
Jorvorskie Lane,RB,7,7.1,0,0,0,0,0,0,3,58,0,0,1,3,0,0,0,0
Michael Palmer,TE,12,7.1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
John Phillips,TE,10,7.1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
Kevin Brock,TE,4,7.1,0,0,0,0,0,0,0,0,0,0,5,21,0,0,0,0
Fitzgerald Toussaint,RB,11,6.9,0,0,0,0,0,0,6,12,0,0,3,27,0,0,0,0
Aaron Dobson,WR,10,6.8,0,0,0,0,0,0,0,0,0,0,3,38,0,0,0,0
Troy Niklas,TE,4,6.8,0,0,0,0,0,0,0,0,0,0,3,38,0,0,0,0
Tyler Eifert,TE,4,6.7,0,0,0,0,0,0,0,0,0,0,3,37,0,0,0,0
Michael Cox,RB,8,6.2,0,0,0,0,0,0,4,33,0,0,2,9,0,0,0,0
Brock Osweiler,QB,4,6.1,10,4,52,1,0,0,8,0,0,0,0,0,0,0,0,0
Alfonso Smith,RB,8,6.0,0,0,0,0,0,0,7,19,0,0,3,11,0,0,0,0
Marquise Goodwin,WR,9,6.0,0,0,0,0,0,0,3,8,0,0,1,42,0,0,0,0
Blaine Gabbert,QB,8,6.0,7,3,38,1,0,0,1,5,0,0,0,0,0,0,0,0
Phillip Supernaw,TE,6,6.0,0,0,0,0,0,0,0,0,0,0,3,30,0,0,0,0
Matt McGloin,QB,5,5.5,19,12,129,1,2,0,2,3,0,0,0,0,0,0,0,0
Tommy Bohanon,RB,11,5.3,0,0,0,0,0,0,1,3,0,0,2,30,0,0,0,0
Jarrett Boykin,WR,9,5.3,0,0,0,0,0,0,0,0,0,0,3,23,0,0,0,0
Harold Hoskins,TE,4,5.1,0,0,0,0,0,0,0,0,0,0,3,21,0,0,0,0
Demetrius Harris,TE,6,5.0,0,0,0,0,0,0,0,0,0,0,3,20,0,0,0,0
Ray Agnew,RB,4,4.7,0,0,0,0,0,0,2,2,0,0,3,15,0,0,0,0
Craig Stevens,TE,9,4.6,0,0,0,0,0,0,0,0,0,0,2,26,0,0,0,0
Ryan Broyles,WR,9,4.5,0,0,0,0,0,0,0,0,0,0,2,25,0,0,0,0
Taylor Thompson,TE,9,4.4,0,0,0,0,0,0,0,0,0,0,2,24,0,0,0,0
Cody Latimer,WR,4,4.3,0,0,0,0,0,0,0,0,0,0,2,23,0,0,0,0
Darrius Heyward-Bey,WR,12,4.3,0,0,0,0,0,0,0,0,0,0,3,33,0,0,1,0
Mike James,RB,7,4.2,0,0,0,0,0,0,19,37,0,0,1,-5,0,0,0,0
Connor Shaw,QB,4,4.0,28,14,177,0,1,0,7,9,0,0,0,0,0,0,1,0
DeVier Posey,WR,10,4.0,0,0,0,0,0,0,0,0,0,0,1,30,0,0,0,0
Devin Street,WR,11,3.8,0,0,0,0,0,0,0,0,0,0,2,18,0,0,0,0
Jeff Janis,WR,9,3.6,0,0,0,0,0,0,0,0,0,0,2,16,0,0,0,0
Jay Prosch,RB,10,3.4,0,0,0,0,0,0,0,0,0,0,1,24,0,0,0,0
David Ausberry,TE,5,3.4,0,0,0,0,0,0,0,0,0,0,2,14,0,0,0,0
Tavarres King,WR,11,3.3,0,0,0,0,0,0,0,0,0,0,2,13,0,0,0,0
Antonio Andrews,RB,9,3.1,0,0,0,0,0,0,0,0,0,0,2,11,0,0,0,0
Vance McDonald,TE,8,3.0,0,0,0,0,0,0,0,0,0,0,2,30,0,0,1,0
Jerome Felton,RB,10,2.7,0,0,0,0,0,0,4,27,0,0,0,0,0,0,0,1
Cameron Brate,TE,7,2.7,0,0,0,0,0,0,0,0,0,0,1,17,0,0,0,0
Joe Webb,QB,12,2.6,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0
Brian Leonard,RB,6,2.5,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0
Damian Williams,WR,4,2.4,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,0
Griff Whalen,WR,10,2.3,0,0,0,0,0,0,0,0,0,0,2,23,0,0,1,0
Jeremy Stewart,RB,4,2.2,0,0,0,0,0,0,6,22,0,0,0,0,0,0,0,0
Courtney Roby,WR,9,2.1,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0
Ryan Nassib,QB,8,2.1,5,4,60,0,0,0,2,-3,0,0,0,0,0,0,0,0
Brad Smith,WR,7,2.1,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0
Shaun Draughn,RB,4,1.9,0,0,0,0,0,0,10,19,0,0,0,0,0,0,0,0
Solomon Patton,WR,4,1.9,0,0,0,0,0,0,1,19,0,0,0,0,0,0,0,0
Marcel Jensen,TE,11,1.8,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0
Micheal Spurlock,WR,9,1.8,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0
Joshua Cribbs,WR,10,1.8,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0
Matt Simms,QB,11,1.8,8,3,39,0,0,0,1,2,0,0,0,0,0,0,0,0
Will Tukuafu,RB,4,1.6,0,0,0,0,0,0,1,2,0,0,1,4,0,0,0,0
Aldrick Robinson,WR,10,1.6,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0
Josh Harris,RB,12,1.6,0,0,0,0,0,0,9,16,0,0,0,0,0,0,0,0
Kevin Dorsey,WR,9,1.4,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
David Johnson,RB,10,1.4,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
Henry Hynoski,RB,8,1.3,0,0,0,0,0,0,7,13,0,0,0,0,0,0,0,0
Jason Campbell,QB,4,1.1,19,11,74,0,0,0,1,1,0,0,0,0,0,0,1,0
Tyler Clutts,RB,11,1.1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Trey Burton,TE,7,1.0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0
Senorise Perry,RB,9,0.9,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0
LaMichael James,RB,5,0.9,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0
T.J. Yates,QB,9,0.6,4,3,64,0,1,0,0,0,0,0,0,0,0,0,0,0
Matt Moore,QB,5,0.6,4,2,21,0,0,0,2,-2,0,0,0,0,0,0,0,0
Tom Savage,QB,10,0.5,19,10,127,0,1,0,6,-6,0,0,0,0,0,0,1,0
Kellen Clemens,QB,10,0.4,3,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Jordan Palmer,QB,9,0.2,3,1,7,0,0,0,1,-1,0,0,0,0,0,0,0,0
Edwin Baker,RB,4,0.2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
Jalen Parmele,RB,4,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Matt Barkley,QB,7,0.0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Tarvaris Jackson,QB,4,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bruce Gradkowski,QB,12,-0.2,0,0,0,0,0,0,2,-2,0,0,0,0,0,0,0,0
Jalen Saunders,WR,6,-0.3,0,0,0,0,0,0,0,0,0,0,1,7,0,0,1,0
Tyrod Taylor,QB,11,-0.3,0,0,0,0,0,0,4,-3,0,0,0,0,0,0,0,0
Chris Williams,WR,9,-0.8,0,0,0,0,0,0,1,-8,0,0,0,0,0,0,0,0
Isaiah Burse,WR,4,-2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Marcus Thigpen,RB,9,-2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Tauren Poole,RB,11,-2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Walter Powell,WR,11,-2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Matt Flynn,QB,9,-2.4,16,8,66,0,1,0,10,-10,0,0,0,0,0,0,1,0
Matt Schaub,QB,5,-3.7,10,5,57,0,2,0,0,0,0,0,0,0,0,0,1,0
