,Rank,Player,Team,Pos,Age,G,GS,passCmp,passAtt,passYds,passTD,passInt,rushAtt,rushYds,rushYPA,rushTD,Tgt,Rec,recYds,recYPR,recTD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank,ID,Year
152,149,Troy Brown,NWE,WR,32,12,10,0,0,0,0,0,6,27,4.50,0,60,40,472,11.80,4,2,,4,,,74,113.9,116.9,93.9,,61,,BrowTr00,2003
154,150,Corey Dillon,CIN,RB,29,13,11,0,0,0,0,0,138,541,3.92,2,18,11,71,6.45,0,0,,2,,,73,84.2,87.2,78.7,,43,,DillCo00,2003
155,151,Josh Reed,BUF,WR,23,16,16,0,0,0,0,0,3,38,12.67,0,104,58,588,10.14,2,1,1,2,,,73,130.6,134.6,101.6,,62,,ReedJo01,2003
156,152,Tim Couch,CLE,QB,26,10,8,120,203,1319,7,6,11,39,3.55,1,1,1,-3,-3.00,0,6,3,1,,,72,73.4,85.4,78.9,,33,,CoucTi00,2003
157,153,Corey Bradford,HOU,WR,28,16,6,0,0,0,0,0,0,0,,0,62,24,460,19.17,4,0,,4,,,70,94.0,97.0,82.0,,63,,BradCo00,2003
158,154,DeShaun Foster,CAR,RB,23,14,2,0,0,0,0,0,113,429,3.80,0,35,26,207,7.96,2,3,3,2,,,70,95.6,104.6,82.6,,44,,FostDe00,2003
159,155,Tim Brown,OAK,WR,37,16,15,0,0,0,0,0,0,0,,0,94,52,567,10.90,2,0,,2,,,69,120.7,123.7,94.7,,65,,BrowTi00,2003
160,156,Rich Gannon,OAK,QB,38,7,7,125,225,1274,6,4,6,18,3.00,0,0,0,0,,0,2,,0,,,69,68.8,75.8,72.8,,35,,GannRi00,2003
161,157,Josh McCown,ARI,QB,24,8,3,95,166,1018,5,6,28,158,5.64,1,0,0,0,,0,10,1,1,,,69,68.5,81.5,74.5,,36,,McCoJo01,2003
162,158,Quincy Morgan,CLE,WR,26,16,15,0,0,0,0,0,3,-4,-1.33,0,79,38,516,13.58,3,0,,3,,,69,107.2,110.2,88.2,,64,,MorgQu00,2003
163,159,Anthony Wright,BAL,QB,27,7,7,94,178,1199,9,8,28,73,2.61,0,0,0,0,,0,9,3,0,,,69,69.3,83.3,77.3,,34,,WrigAn00,2003
164,160,Todd Pinkston,PHI,WR,26,16,15,0,0,0,0,0,1,-11,-11.00,0,86,36,575,15.97,2,1,,2,,,68,104.4,107.4,86.4,,66,,PinkTo00,2003
165,161,Antonio Bryant,DAL,WR,22,16,5,0,0,0,0,0,2,0,0.00,0,83,39,550,14.10,2,0,,2,,,67,106.0,109.0,86.5,,67,,BryaAn00,2003
166,162,Freddie Mitchell,PHI,WR,25,16,6,1,1,25,1,0,0,0,,0,59,35,498,14.23,2,0,,2,,,67,101.8,104.8,84.3,,69,,MitcFr00,2003
167,163,James Thrash,PHI,WR,28,16,16,0,0,0,0,0,5,52,10.40,0,92,49,558,11.39,1,0,,1,,,67,116.0,119.0,91.5,,68,,ThraJa00,2003
168,164,Jamel White,CLE,RB,26,16,3,0,0,0,0,0,70,266,3.80,1,69,46,303,6.59,1,1,1,2,,,67,112.9,119.9,89.9,,45,,WhitJa00,2003
169,165,Troy Edwards,JAX,WR,26,13,11,0,0,0,0,0,3,-9,-3.00,0,62,35,487,13.91,3,0,,3,,,66,100.8,103.8,83.3,,71,,EdwaTr00,2003
170,166,Dane Looker,STL,WR,27,16,2,1,1,11,0,0,0,0,,0,75,47,495,10.53,3,1,1,3,,,66,112.9,116.9,89.4,,70,,LookDa00,2003
171,167,Kyle Boller,BAL,QB,22,11,9,116,224,1260,7,9,30,62,2.07,0,1,0,0,,0,9,5,0,,4,65,64.6,81.6,73.6,,37,,BollKy00,2003
172,168,Donte' Stallworth,NOR,WR,23,11,3,0,0,0,0,0,1,3,3.00,0,55,25,485,19.40,3,3,1,3,,,65,89.8,93.8,77.3,,72,,StalDo00,2003
173,169,Jeremy Shockey*,NYG,TE,23,9,9,0,0,0,0,0,0,0,,0,70,48,535,11.15,2,1,1,2,,,64,111.5,115.5,87.5,,12,,ShocJe00,2003
174,170,Troy Walters,IND,WR,27,15,4,0,0,0,0,0,1,6,6.00,0,52,36,456,12.67,3,0,,3,,,64,100.2,103.2,82.2,,73,,WaltTr00,2003
175,171,William Green,CLE,RB,24,7,7,0,0,0,0,0,142,559,3.94,1,14,10,50,5.00,0,5,2,1,,,63,72.9,77.9,67.9,,46,,GreeWi01,2003
176,172,Rick Mirer,OAK,QB,33,9,8,116,221,1267,3,5,20,83,4.15,1,0,0,0,,0,4,2,1,,,63,63.0,73.0,68.0,,38,,MireRi00,2003
177,173,Ricky Proehl,CAR,WR,35,16,2,0,0,0,0,0,0,0,,0,52,27,389,14.41,4,0,,4,,,63,89.9,92.9,76.4,,74,,ProeRi00,2003
178,174,Michael Vick,ATL,QB,23,5,4,50,100,585,4,3,40,255,6.38,1,0,0,0,,0,4,1,1,,,63,62.9,72.9,65.9,,39,,VickMi00,2003
179,175,Anthony Becht,NYJ,TE,26,16,16,0,0,0,0,0,0,0,,0,58,40,356,8.90,4,1,,4,1,,62,101.6,104.6,81.6,,14,,BechAn00,2003
180,176,Michael Bennett,MIN,RB,25,8,7,0,0,0,0,0,90,447,4.97,1,14,12,132,11.00,0,2,1,1,,,62,73.9,80.9,67.9,,47,,BennMi00,2003
181,177,James Jackson,CLE,RB,27,12,6,0,0,0,0,0,102,382,3.75,3,18,14,114,8.14,0,3,3,3,,,62,75.6,84.6,68.6,,48,,JackJa00,2003
182,178,Erron Kinney,TEN,TE,26,16,16,0,0,0,0,0,0,0,,0,58,41,381,9.29,3,1,,4,,,62,103.1,106.1,82.6,,13,,KinnEr00,2003
183,179,Mike Anderson,DEN,RB,30,12,5,0,0,0,0,0,70,257,3.67,3,15,12,53,4.42,2,2,,5,,,61,73.0,76.0,67.0,,49,,AndeMi00,2003
185,180,Zack Crockett,OAK,RB,31,16,7,0,0,0,0,0,48,145,3.02,7,12,7,53,7.57,0,1,1,7,,,60,66.8,70.8,63.3,,50,,CrocZa00,2003
186,181,Tony Fisher,GNB,RB,24,15,0,0,0,0,0,0,40,200,5.00,1,25,21,206,9.81,2,0,,3,,,59,79.6,85.6,69.1,,51,,FishTo00,2003
187,182,Antwaan Randle El,PIT,WR,24,16,1,3,4,6,0,0,15,75,5.00,0,56,37,364,9.84,1,5,2,3,,,58,95.1,100.1,76.6,,75,,RandAn00,2003
188,183,Tim Rattay,SFO,QB,26,11,3,73,118,856,7,2,8,0,0.00,0,0,0,0,,0,0,,0,,,58,58.2,63.2,60.2,,40,,RattTi00,2003
189,184,Olandis Gary,DET,RB,28,13,1,0,0,0,0,0,113,384,3.40,2,22,13,69,5.31,0,1,,2,,,57,70.3,73.3,63.8,,52,,GaryOl00,2003
190,185,Charles Lee,TAM,WR,26,8,5,0,0,0,0,0,2,14,7.00,0,46,33,432,13.09,2,0,,2,,,57,89.6,92.6,73.1,,77,,LeexCh00,2003
191,186,Cedrick Wilson,SFO,WR,25,16,4,1,1,6,0,0,1,-4,-4.00,0,63,35,396,11.31,2,1,,3,,,57,92.4,95.4,74.9,,76,,WilsCe00,2003
192,187,Nate Burleson,MIN,WR,22,16,9,0,0,0,0,0,0,0,,0,57,29,455,15.69,2,1,1,2,,,56,84.5,88.5,70.0,,79,,BurlNa00,2003
193,188,Tyrone Calico,TEN,WR,23,14,2,0,0,0,0,0,1,5,5.00,0,43,18,297,16.50,4,0,,4,1,,56,74.2,77.2,65.2,,78,,CaliTy00,2003
194,189,Najeh Davenport,GNB,RB,24,15,0,0,0,0,0,0,77,420,5.45,2,10,6,38,6.33,0,4,1,2,,,56,61.8,65.8,58.8,,53,,DaveNa00,2003
195,190,Arlen Harris,STL,RB,23,16,2,0,0,0,0,0,85,255,3.00,4,19,15,102,6.80,0,3,2,4,,,56,70.7,78.7,63.2,,54,,HarrAr00,2003
196,191,Mikhael Ricks,DET,TE,29,16,6,0,0,0,0,0,0,0,,0,61,37,434,11.73,2,0,,2,,,55,92.4,95.4,73.9,,15,,RickMi00,2003
197,192,Ladell Betts,WAS,RB,24,9,1,0,0,0,0,0,77,255,3.31,2,23,15,167,11.13,0,0,,2,,,54,69.2,75.2,61.7,,55,,BettLa00,2003
198,193,Jabar Gaffney,HOU,WR,23,16,11,0,1,0,0,0,1,13,13.00,0,57,34,402,11.82,2,0,,2,,,54,87.5,90.5,70.5,,82,,GaffJa00,2003
199,194,James McKnight,MIA,WR,31,15,1,0,0,0,0,0,2,75,37.50,1,43,23,285,12.39,2,1,,3,,,54,77.0,80.0,65.5,,81,,McKnJa00,2003
200,195,Billy Miller,HOU,TE,26,16,6,0,0,0,0,0,0,0,,0,65,40,355,8.88,3,0,,3,,,54,93.5,96.5,73.5,,16,,MillBi00,2003
201,196,Kelley Washington,CIN,WR,24,16,3,0,0,0,0,0,1,5,5.00,0,47,22,299,13.59,4,0,,4,,,54,76.4,79.4,65.4,,80,,WashKe00,2003
202,197,Gus Frerotte,MIN,QB,32,16,2,38,65,690,7,2,12,-2,-0.17,0,0,0,0,,0,2,,0,,1,53,53.4,58.4,55.4,,41,,FrerGu00,2003
203,198,LaMont Jordan,NYJ,RB,25,16,0,0,0,0,0,0,46,190,4.13,4,13,11,101,9.18,0,0,,4,,,53,64.1,70.1,58.6,,56,,JordLa00,2003
204,199,Bubba Franks*,GNB,TE,25,16,15,0,0,0,0,0,0,0,,0,44,30,241,8.03,4,0,,4,2,,52,82.1,85.1,67.1,,17,,FranBu00,2003
205,200,Bill Schroeder,DET,WR,32,16,13,0,1,0,0,0,0,0,,0,80,36,397,11.03,2,0,,2,,,52,87.7,90.7,69.7,,83,,SchrBi00,2003
206,201,Desmond Clark,CHI,TE,26,15,15,0,0,0,0,0,0,0,,0,71,44,433,9.84,2,2,2,2,,,51,95.3,100.3,73.3,,18,,ClarDe00,2003
207,202,Chester Taylor,BAL,RB,24,16,1,0,0,0,0,0,63,276,4.38,2,27,20,132,6.60,0,3,1,2,,,51,70.8,77.8,60.8,,58,,TaylCh01,2003
208,203,LaBrandon Toefield,JAX,RB,23,16,0,1,2,32,0,0,53,212,4.00,2,16,14,105,7.50,1,0,,3,,,51,65.0,71.0,58.0,,57,,ToefLa00,2003
209,204,Chad Morton,WAS,RB,26,15,2,0,0,0,0,0,48,216,4.50,0,26,15,187,12.47,1,1,1,2,,,50,65.3,72.3,57.8,,59,,MortCh00,2003
210,205,Jerald Sowell,NYJ,RB,29,16,16,0,0,0,0,0,1,2,2.00,0,60,47,436,9.28,1,0,,1,,,50,96.8,99.8,73.3,,60,,SoweJe00,2003
211,206,Jed Weaver,SFO,TE,27,16,15,0,0,0,0,0,0,0,,0,53,35,437,12.49,1,1,,1,,,50,84.7,87.7,67.2,,19,,WeavJe00,2003
212,207,Brian Finneran,ATL,WR,27,12,10,0,0,0,0,0,0,0,,0,54,26,368,14.15,2,0,,2,,,49,74.8,77.8,61.8,,84,,FinnBr00,2003
213,208,Antonio Gates,SDG,TE,23,15,11,0,0,0,0,0,0,0,,0,42,24,389,16.21,2,1,1,2,,,49,72.9,76.9,60.9,,20,,GateAn00,2003
214,209,Stacey Mack,HOU,RB,28,8,5,0,1,0,0,1,93,253,2.72,4,12,9,55,6.11,0,2,2,4,,,49,57.8,63.8,54.3,,61,,MackSt00,2003
216,210,Aveion Cason,DAL,RB,24,10,0,1,1,37,0,0,40,220,5.50,2,20,17,142,8.35,0,2,1,2,,,48,64.7,71.7,56.2,,63,,CasoAv00,2003
217,211,Bryant Johnson,ARI,WR,22,15,8,0,0,0,0,0,0,0,,0,77,35,438,12.51,1,1,1,1,,,48,82.8,86.8,65.3,,85,,JohnBr02,2003
218,212,Emmitt Smith,ARI,RB,34,10,5,0,0,0,0,0,90,256,2.84,2,19,14,107,7.64,0,2,,2,,,48,62.3,68.3,55.3,,62,,SmitEm00,2003
219,213,Scotty Anderson,DET,WR,24,9,0,0,0,0,0,0,0,0,,0,31,17,325,19.12,2,0,,2,1,,47,63.5,66.5,55.0,,86,,AndeSc00,2003
220,214,Derrick Blaylock,KAN,RB,24,16,0,0,0,0,0,0,22,112,5.09,2,22,15,181,12.07,1,1,,3,,,47,62.3,68.3,54.8,,64,,BlayDe00,2003
221,215,Tim Hasselbeck,WAS,QB,25,7,5,95,177,1012,5,7,15,41,2.73,0,1,0,0,,0,3,2,0,,,47,46.6,58.6,53.6,,42,,HassTi00,2003
222,216,Chris Chandler,CHI,QB,38,8,6,107,192,1050,3,7,14,35,2.50,0,0,0,0,,0,4,,0,1,,46,45.5,55.5,52.5,,43,,ChanCh00,2003
223,217,Eric Parker,SDG,WR,24,8,4,0,0,0,0,0,3,21,7.00,0,31,18,244,13.56,3,1,,3,,,45,62.5,65.5,53.5,,87,,ParkEr00,2003
224,218,Matt Schobel,CIN,TE,25,15,1,0,0,0,0,0,0,0,,0,30,24,332,13.83,2,2,,2,,,45,69.2,72.2,57.2,,21,,SchoMa00,2003
225,219,Ricky Williams,IND,RB,25,13,4,0,0,0,0,0,48,155,3.23,2,29,22,157,7.14,1,2,2,3,,,45,67.2,75.2,56.2,,65,,WillRi01,2003
226,220,Tony Banks,HOU,QB,30,7,3,61,102,693,5,3,6,27,4.50,0,0,0,0,,0,1,,0,,,44,44.4,50.4,47.4,,44,,BankTo00,2003
227,221,Justin Gage,CHI,WR,22,10,3,0,0,0,0,0,0,0,,0,35,17,338,19.88,2,1,1,2,,,44,60.8,64.8,52.3,,89,,GageJu00,2003
228,222,Robert Holcombe,TEN,RB,28,15,0,0,0,0,0,0,63,201,3.19,1,25,19,121,6.37,1,2,1,2,1,,44,63.2,70.2,53.7,,66,,HolcRo00,2003
229,223,Charles Rogers,DET,WR,22,5,5,0,0,0,0,0,2,17,8.50,0,52,22,243,11.05,3,0,,3,,,44,66.0,69.0,55.0,,88,,RogeCh01,2003
230,224,Mike Cloud,NWE,RB,28,5,1,0,0,0,0,0,27,118,4.37,5,2,1,8,8.00,0,0,,5,,,43,43.6,46.6,43.1,,68,,ClouMi00,2003
