,Rank,Player,Team,Pos,Age,G,GS,passCmp,passAtt,passYds,passTD,passInt,rushAtt,rushYds,rushYPA,rushTD,Tgt,Rec,recYds,recYPR,recTD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank,ID
478,464,Casey Cramer,TEN,RB,24,15,0,0,0,0,0,0,0,0,,0,2,2,8,4.00,0,0,,0,,,1,2.8,2.8,1.8,,153,,CramCa00
479,465,Andre' Davis,BUF,WR,27,16,1,0,0,0,0,0,0,0,,0,7,2,13,6.50,0,0,,0,,,1,3.3,3.3,2.3,,163,,DaviAn01
480,466,Gus Frerotte,STL,QB,35,1,0,1,3,27,0,0,0,0,,0,0,0,0,,0,0,,0,,,1,1.1,1.1,1.1,,63,,FrerGu00
481,467,James Hodgins,NYJ,RB,29,6,0,0,0,0,0,0,0,0,,0,5,2,9,4.50,0,0,,0,,,1,2.9,2.9,1.9,,151,,HodgJa00
482,468,Oliver Hoyte,DAL,RB,22,12,5,0,0,0,0,0,0,0,,0,2,2,10,5.00,0,0,,0,,,1,3.0,3.0,2.0,,148,,HoytOl20
483,469,Doug Jolley,TAM,TE,27,11,0,0,0,0,0,0,0,0,,0,2,1,7,7.00,0,0,,0,,,1,1.7,1.7,1.2,,88,,JollDo00
484,470,Keylon Kincade,DAL,RB,24,1,0,0,0,0,0,0,4,9,2.25,0,0,0,0,,0,0,,0,,,1,0.9,0.9,0.9,,152,,KincKe00
485,471,Derrick Lewis,HOU,WR,31,4,0,0,0,0,0,0,0,0,,0,1,1,5,5.00,0,0,,0,,,1,1.5,1.5,1.0,,168,,LewiDe00
486,472,Corey McIntyre,NOR,RB,27,4,0,0,0,0,0,0,0,0,,0,2,1,10,10.00,0,0,,0,,,1,2.0,2.0,1.5,,149,,McInCo00
487,473,Reggie McNeal,CIN,QB,23,7,0,0,0,0,0,0,1,8,8.00,0,0,0,0,,0,0,,0,,,1,0.8,0.8,0.8,,65,,McNeRe00
488,474,Lance Moore,NOR,WR,23,4,0,0,0,0,0,0,0,0,,0,3,1,10,10.00,0,0,,0,,,1,2.0,2.0,1.5,,164,,MoorLa00
489,475,Josh Parry,SEA,RB,28,8,0,0,0,0,0,0,0,0,,0,2,1,11,11.00,0,0,,0,,,1,2.1,2.1,1.6,,147,,ParrJo00
490,476,Aaron Rodgers,GNB,QB,23,2,0,6,15,46,0,0,2,11,5.50,0,0,0,0,,0,1,1,0,,,1,0.9,1.9,0.9,,64,,RodgAa00
491,477,Cliff Russell,MIA,WR,27,3,0,0,0,0,0,0,0,0,,0,2,2,14,7.00,0,0,,0,,,1,3.4,3.4,2.4,,162,,RussCl00
492,478,Jerald Sowell,TAM,RB,32,11,0,0,0,0,0,0,0,0,,0,1,1,6,6.00,0,0,,0,,,1,1.6,1.6,1.1,,155,,SoweJe00
493,479,Cooper Wallace,TEN,TE,24,2,1,0,0,0,0,0,0,0,,0,1,1,6,6.00,0,0,,0,,,1,1.6,1.6,1.1,,89,,WallCo00
495,480,Marquis Weeks,SEA,RB,26,10,0,0,0,0,0,0,3,8,2.67,0,0,0,0,,0,0,,0,,,1,0.8,0.8,0.8,,154,,WeekMa00
496,481,Sam Aiken,BUF,,26,15,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,170,,AikeSa00
497,482,Zac Alcorn,GNB,,23,6,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,92,,AlcoZa20
498,483,Billy Bajema,SFO,,24,16,6,0,0,0,0,0,0,0,,0,1,0,0,,0,,,0,,,,,,,,93,,BajeBi00
499,484,Alex Bannister,BAL,,27,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,171,,BannAl00
500,485,Mike Bartrum,PHI,,36,11,0,0,0,0,0,0,0,0,,0,0,0,0,,0,1,,0,,,,,,,,94,,BartMi00
501,486,Brett Basanez,CAR,QB,23,1,0,6,11,56,0,1,1,2,2.00,0,0,0,0,,0,0,,0,,,,0.4,1.4,1.4,,66,,BasaBr00
502,487,Shaun Bodiford,2TM,,24,6,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,172,,BodiSh00
503,488,Nehemiah Broughton,WAS,,24,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,1,,BrouNe00
504,489,Greg Camarillo,SDG,,24,4,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,173,,CamaGr00
505,490,Jason Carter,MIN,,24,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,174,,CartJa00
506,491,Matt Cassel,NWE,QB,24,6,0,5,8,32,0,0,2,4,2.00,0,0,0,0,,0,1,1,0,,,,-0.3,0.7,-0.3,,76,,CassMa00
507,492,Patrick Cobbs,MIA,,23,3,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,162,,CobbPa00
508,493,Airese Currie,CHI,,24,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,175,,CurrAi00
509,494,Tony Curtis,DAL,,23,4,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,95,,CurtTo00
510,495,Devard Darling,BAL,,24,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,176,,DarlDe00
511,496,James Dearth,NYJ,,30,16,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,0,,,,,,,,96,,DearJa00
512,497,Koy Detmer,PHI,,33,0,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,,0,,,,,,,,70,,DetmKo00
513,498,Todd Devoe,DEN,,26,1,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,0,,,,,,,,177,,DevoTo00
514,499,De Dorsey,IND,,22,13,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,163,,DorsDe00
515,500,Ken Dorsey,CLE,QB,25,1,0,0,1,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,71,,DorsKe00
516,501,Kevin Dudley,ATL,,24,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,164,,DudlKe00
517,502,Adimchinobe Echemandu,OAK,,26,4,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,165,,EcheAd00
518,503,Jamin Elliott,ATL,,27,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,178,,ElliJa00
519,504,Mike Espy,WAS,,24,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,179,,EspyMi20
520,505,Tim Euhus,PIT,,26,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,97,,EuhuTi00
521,506,Kevin Everett,BUF,TE,24,16,4,0,0,0,0,0,0,0,,0,1,1,1,1.00,0,0,,0,,,,1.1,1.1,0.6,,90,,EverKe00
522,507,Ryan Fitzpatrick,STL,QB,24,1,0,0,0,0,0,0,3,0,0.00,0,0,0,0,,0,0,,0,,,,,,,,72,,FitzRy00
523,508,Quinton Ganther,TEN,,22,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,166,,GantQu00
524,509,Lamar Gordon,DET,RB,26,1,0,0,0,0,0,0,1,2,2.00,0,0,0,0,,0,0,,0,,,,0.2,0.2,0.2,,157,,GordLa00
526,510,Skyler Green,DAL,,22,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,180,,GreeSk20
527,511,Justin Hamilton,CLE,,24,10,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,167,,HamiJu20
528,512,Ryan Hannam,DAL,,26,2,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,98,,HannRy00
529,513,Chris Hetherington,SFO,RB,34,3,2,0,0,0,0,0,0,0,,0,2,2,0,0.00,0,0,,0,,,,2.0,2.0,1.0,,168,,HethCh00
530,514,Nathan Hodel,ARI,,29,16,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,99,,HodeNa20
531,515,Glenn Holt,CIN,WR,22,11,0,0,0,0,0,0,0,0,,0,2,1,3,3.00,0,0,,0,,,,1.3,1.3,0.8,,169,,HoltGl00
532,516,Tory Humphrey,GNB,,23,7,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,100,,HumpTo00
533,517,Marlion Jackson,ATL,RB,29,1,0,0,0,0,0,0,1,2,2.00,0,0,0,0,,0,0,,0,,,,0.2,0.2,0.2,,158,,JackMa01
534,518,Adam Jennings,ATL,WR,24,15,0,0,0,0,0,0,1,-4,-4.00,0,1,0,0,,0,0,,0,,,,-0.4,-0.4,-0.4,,199,,JennAd00
535,519,Brian Jennings,SFO,,30,16,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,101,,JennBr00
536,520,Darcy Johnson,NYG,,23,1,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,0,,,,,,,,102,,JohnDa03
537,521,Mark Jones,TAM,,26,7,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,181,,JoneMa01
538,522,Bennie Joppru,2TM,,26,6,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,103,,JoppBe00
539,523,Keith Joseph,NOR,,25,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,169,,JoseKe00
540,524,Kevin Kasper,DET,,29,1,1,0,0,0,0,0,0,0,,0,1,0,0,,0,,,0,,,,,,,,182,,KaspKe00
541,525,Ethan Kilmer,CIN,,23,16,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,1,,,,,,,,183,,KilmEt00
542,526,Brian Kozlowski,WAS,TE,36,3,0,0,0,0,0,0,0,0,,0,2,1,1,1.00,0,0,,0,,,,1.1,1.1,0.6,,91,,KozlBr00
543,527,Mike Leach,DEN,,30,16,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,104,,LeacMi00
544,528,Michael Lewis,NOR,,35,10,0,0,0,0,0,0,0,0,,0,0,0,0,,0,3,,0,,,,,,,,184,,LewiMi00
545,529,Jared Lorenzen,NYG,QB,25,2,0,0,0,0,0,0,1,2,2.00,0,0,0,0,,0,0,,0,,,,0.2,0.2,0.2,,67,,LoreJa00
546,530,Maurice Mann,MIN,,24,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,185,,MannMa00
547,531,Tim Massaquoi,MIA,,24,7,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,105,,MassTi20
548,532,Jerome Mathis,HOU,,23,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,186,,MathJe00
549,533,Lee Mays,PIT,,28,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,187,,MaysLe00
550,534,Quincy Morgan,DEN,,29,7,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,188,,MorgQu00
551,535,Chad Morton,NYG,RB,29,15,0,0,0,0,0,0,1,22,22.00,0,0,0,0,,0,2,1,0,,,,0.2,1.2,0.2,,159,,MortCh00
552,536,Kendrick Mosley,CLE,,25,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,189,,MoslKe00
553,537,Matt Murphy,BUF,,26,2,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,106,,MurpMa00
554,538,Kassim Osgood*,SDG,,26,16,0,0,0,0,0,0,0,0,,0,2,0,0,,0,,,0,,,,,,,,190,,OsgoKa00
555,539,Chad Owens,JAX,,24,4,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,,0,,,,,,,,191,,OwenCh00
557,540,Montell Owens,JAX,,22,14,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,170,,OwenMo01
558,541,Bruce Perry,PHI,,25,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,171,,PerrBr01
559,542,Willie Ponder,2TM,,26,12,0,0,0,0,0,0,0,0,,0,0,0,0,,0,1,,0,,,,,,,,192,,PondWi00
560,543,P.J. Pope,GNB,,22,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,172,,PopeP.20
561,544,Derek Rackley,SEA,,29,15,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,107,,RackDe00
562,545,Jason Rader,MIA,,25,5,1,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,108,,RadeJa00
563,546,Patrick Ramsey,NYJ,QB,27,1,0,0,1,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,73,,RamsPa00
564,547,Jamaica Rector,DAL,,25,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,193,,RectJa00
565,548,Willie Reid,PIT,,24,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,194,,ReidWi00
566,549,Jamal Robertson,ATL,,29,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,173,,RobeJa00
567,550,J.D. Runnels,CHI,,22,2,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,174,,RunnJ.00
568,551,B.J. Sams,BAL,,26,12,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,175,,SamsB.00
569,552,Josh Scobey,SEA,,27,12,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,176,,ScobJo00
570,553,Mike Seidman,CAR,,25,3,3,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,109,,SeidMi00
571,554,James Sims,NYG,,23,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,177,,SimsJa00
572,555,Jonathan Smith,NWE,,25,2,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,195,,SmitJo00
573,556,Paul Smith,STL,,28,10,3,0,0,0,0,0,0,0,,0,2,0,0,,0,0,,0,,,,,,,,178,,SmitPa00
574,557,Justin Snow,IND,,30,16,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,110,,SnowJu00
575,558,Jim Sorgi,IND,,26,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,74,,SorgJi00
576,559,Duce Staley,PIT,,31,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,179,,StalDu00
577,560,Brad St. Louis,CIN,,30,16,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,111,,StLoBr00
578,561,Boone Stutz,ATL,,24,16,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,112,,StutBo00
579,562,Andy Thorn,DAL,,24,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,113,,ThorAn00
580,563,Stacy Tutt,NYJ,,24,2,0,0,0,0,0,0,0,0,,0,2,0,0,,0,,,0,,,,,,,,180,,TuttSt00
581,564,Marcus Vick,MIA,,22,1,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,0,,,,,,,,196,,VickMa20
582,565,Billy Volek,SDG,QB,30,1,0,1,2,4,0,0,3,-3,-1.00,0,0,0,0,,0,0,,0,,,,-0.1,-0.1,-0.1,,75,,VoleBi00
583,566,Derrick Ward,NYG,,26,8,0,0,0,0,0,0,0,0,,0,0,0,0,,0,1,,0,,,,,,,,181,,WardDe01
584,567,Shaud Williams,BUF,RB,26,5,0,0,0,0,0,0,2,2,1.00,0,0,0,0,,0,0,,0,,,,0.2,0.2,0.2,,160,,WillSh01
585,568,Quincy Wilson,CIN,RB,25,3,0,0,0,0,0,0,2,2,1.00,0,0,0,0,,0,0,,0,,,,0.2,0.2,0.2,,161,,WilsQu00
586,569,Anthony Wright,CIN,QB,30,4,0,3,3,31,0,0,4,-12,-3.00,0,0,0,0,,0,0,,0,,,,,,,,68,,WrigAn00
588,570,Wallace Wright,NYJ,,22,5,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,197,,WrigWa00
589,571,Kevin Youngblood,ATL,,26,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,198,,YounKe00
590,572,Joe Zelenka,JAX,,30,16,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,114,,ZeleJo00
591,573,Kellen Clemens,NYJ,QB,23,2,0,0,1,0,0,0,2,10,5.00,0,0,0,0,,0,1,1,0,,,-1,-1.0,,-1.0,,78,,ClemKe00
592,574,Eddie Drummond,DET,WR,26,14,0,0,0,0,0,0,1,4,4.00,0,10,2,10,5.00,0,4,1,0,,,-1,1.4,2.4,0.4,,200,,DrumEd00
593,575,Dane Looker,STL,WR,30,16,0,0,0,0,0,0,1,13,13.00,0,2,0,0,,0,1,1,0,,,-1,-0.7,0.3,-0.7,,201,,LookDa00
594,576,Ingle Martin,GNB,QB,24,1,0,0,0,0,0,0,2,-5,-2.50,0,0,0,0,,0,0,,0,,,-1,-0.5,-0.5,-0.5,,77,,MartIn00
595,577,Dave Moore*,TAM,TE,37,13,0,0,0,0,0,0,0,0,,0,1,1,9,9.00,0,1,1,0,,,-1,-0.1,0.9,-0.6,,115,,MoorDa00
596,578,Derrick Ross,KAN,RB,23,7,0,0,0,0,0,0,3,8,2.67,0,0,0,0,,0,1,1,0,,,-1,-1.2,-0.2,-1.2,,182,,RossDe00
597,579,Edell Shepherd,HOU,WR,26,7,0,0,0,0,0,0,2,5,2.50,0,4,3,22,7.33,0,2,2,0,,,-1,1.7,3.7,0.2,,202,,ShepEd00
598,580,Miles Austin,DAL,,22,9,0,0,0,0,0,0,0,0,,0,0,0,0,,0,3,1,0,,,-2,-2.0,-1.0,-2.0,,203,,AustMi00
599,581,Brian Clark,DEN,,23,6,0,0,0,0,0,0,0,0,,0,0,0,0,,0,2,1,0,,,-2,-2.0,-1.0,-2.0,,204,,ClarBr00
600,582,Cory Ross,BAL,,24,4,0,0,0,0,0,0,0,0,,0,1,0,0,,0,1,1,0,,,-2,-2.0,-1.0,-2.0,,183,,RossCo00
601,583,Brandon Williams,SFO,,22,13,0,0,0,0,0,0,0,0,,0,0,0,0,,0,1,1,0,,,-2,-2.0,-1.0,-2.0,,205,,WillBr01
602,584,Brodie Croyle,KAN,QB,23,2,0,3,7,23,0,2,3,-3,-1.00,0,0,0,0,,0,0,,0,,,-3,-3.4,-1.4,-1.4,,79,,CroyBr00
